User ID: 52477-58076

Trial                  Virus                             Units
---------------------------------------------------------------
001                  NXD-76943                             80
002                  RGZ-73449                             36
003                  BCU-27839                             18
004                  ZXB-54692                            165
005                  JVL-65247                              3
006                  XJQ-35789                            177
007                  TNX-51117                             41
008                  RLT-57887                            192
009                  GUJ-74444                            154
010                  NXD-76943                             56
011                  ZPF-96697                            183
012                  DAU-26394                             88
013                  VWM-74278                             35
014                  EFG-46945                             11
015                  EFG-46945                            150
016                  SPN-64546                             64
017                  TNG-52497                            170
018                  HVE-32966                             85
019                  LZL-53762                            132
020                  DAU-26394                             46
021                  TNX-51117                             16
022                  VXR-68924                            166
023                  BTN-83953                             97
024                  BTG-65524                             39
025                  BTG-65524                            200
026                  JPJ-26459                            198
027                  WMD-65834                             81
028                  NVE-67597                             17
029                  QBD-79865                            176
030                  ANR-65636                            135
031                  AJA-56777                            151
032                  VWM-74278                            143
033                  NWL-28282                             34
034                  FTD-84699                            158
035                  XRT-73276                             51
036                  NWL-28282                             84
037                  LWR-78574                            162
038                  YBD-67688                             59
039                  LWR-78574                            107
040                  HNB-76282                             98
041                  URL-32968                            185
042                  HCY-32686                             43
043                  URL-32968                            130
044                  KQA-89952                             47
045                  JPJ-26459                             66
046                  GUJ-74444                            110
047                  PHE-99329                             27
048                  HVX-35287                            148
049                  ZKV-31415                             45
050                  WBB-69295                             70
051                  DAU-26394                            119
052                  BMN-57337                            131
053                  EPX-87469                              5
054                  GZN-34688                            163
055                  ZPF-96697                            152
056                  ANR-65636                            153
057                  KMP-52243                            112
058                  YXL-38878                             95
059                  GZN-34688                             54
060                  PQJ-67335                            171
061                  TNG-52497                            167
062                  DAU-26394                             68
063                  LNC-68448                             99
064                  LNC-68448                            197
065                  YLW-92835                            103
066                  PNF-53949                             71
067                  PZV-75529                            127
068                  TNA-63396                             94
069                  BTN-83953                            133
070                  URL-32968                              6
071                  VJN-37687                             82
072                  FNL-93857                            196
073                  HCY-32686                             75
074                  GUJ-74444                            184
075                  CQS-93978                              8
076                  CPU-63784                             86
077                  HKZ-33728                            111
078                  JPJ-26459                            137
079                  PNF-53949                              1
080                  HZF-45469                             15
081                  NHP-43928                             62
082                  KWH-94256                             29
083                  PNF-53949                             13
084                  CDC-36833                             48
085                  HNB-76282                             10
086                  GMS-89977                            123
087                  NHP-43928                            121
088                  TNG-52497                             28
089                  WQB-83823                            181
090                  KLA-57296                            118
091                  NVE-67597                             24
092                  FTD-84699                            160
093                  ZKV-31415                            159
094                  KWH-94256                            191
095                  LZL-53762                            142
096                  XJQ-35789                            115
097                  HKZ-33728                            106
098                  SPN-64546                            178
099                  TRM-27792                            117
100                  EPX-87469                             30
