User ID: 13579-76672

Trial                  Virus                             Units
---------------------------------------------------------------
001                  JVL-65247                             35
002                  HZF-45469                              7
003                  VJN-37687                             95
004                  LZL-53762                             96
005                  PQJ-67335                             90
006                  BTN-83953                             69
007                  QBD-79865                             16
008                  JVL-65247                             51
009                  PNF-53949                             80
010                  XBC-95594                            149
011                  VWM-74278                             88
012                  EFG-46945                             49
013                  CCG-95482                            120
014                  ZHA-83572                            143
015                  TXF-47848                             19
016                  EFG-46945                             82
017                  XKG-42573                             27
018                  YLW-92835                             52
019                  GBK-45859                              5
020                  RGZ-73449                             72
021                  HCY-32686                             30
022                  HVE-32966                             26
023                  TQC-49936                            174
024                  PQJ-67335                            167
025                  VWM-74278                             14
026                  WMD-65834                            199
027                  QBD-79865                             44
028                  JVL-65247                            184
029                  YMA-56284                             75
030                  KWH-94256                            194
031                  KQA-89952                            123
032                  TNG-52497                            101
033                  KDV-97563                             34
034                  TXF-47848                             61
035                  EPX-87469                              3
036                  PNF-53949                            182
037                  NMA-58554                            186
038                  CQS-93978                            102
039                  VWM-74278                             38
040                  PZV-75529                             21
041                  GBK-45859                             32
042                  SZA-87265                             12
043                  HZF-45469                            158
044                  HVX-35287                            157
045                  LWR-78574                            129
046                  YBD-67688                            152
047                  SZA-87265                            175
048                  HVE-32966                             45
049                  EPX-87469                             28
050                  FYK-67999                             17
051                  VXR-68924                             55
052                  KLA-57296                            100
053                  FNL-93857                             68
054                  TLT-23593                            159
055                  ZPF-96697                            111
056                  GMS-89977                             98
057                  GUJ-74444                            106
058                  JVL-65247                            147
059                  URL-32968                            131
060                  TXF-47848                              4
061                  TXF-47848                             59
062                  CPU-63784                             23
063                  HZF-45469                            150
064                  HKZ-33728                            171
065                  WMD-65834                            189
066                  SZA-87265                            166
067                  GBK-45859                            183
068                  PNF-53949                            176
069                  NMA-58554                             92
070                  PNF-53949                            145
071                  CDC-36833                             74
072                  CPU-63784                             29
073                  HZF-45469                            197
074                  LWR-78574                            118
075                  KWH-94256                             63
076                  QBZ-39849                             42
077                  TLT-23593                             33
078                  PWT-38779                            151
079                  TQC-49936                            117
080                  VWM-74278                            190
081                  DHY-22445                            169
082                  KWH-94256                             81
083                  JPJ-26459                            154
084                  GZN-34688                            137
085                  BCU-27839                            193
086                  BCU-27839                            173
087                  DAU-26394                              1
088                  YXL-38878                             48
089                  DHY-22445                            125
090                  NXD-76943                            122
091                  WBB-69295                            124
092                  TLT-23593                             56
093                  PQJ-67335                            144
094                  XJQ-35789                             64
095                  ANR-65636                            172
096                  SZA-87265                            192
097                  PNF-53949                             24
098                  LWR-78574                            180
099                  LWR-78574                             22
100                  KDV-97563                             25
