User ID: 44845-88216

Trial                  Virus                             Units
---------------------------------------------------------------
001                  TQC-49936                            194
002                  XBC-95594                            101
003                  NVE-67597                             24
004                  BTG-65524                            122
005                  BTG-65524                            106
006                  LZL-53762                            123
007                  WBB-69295                            163
008                  AAV-93236                             94
009                  BTN-83953                            139
010                  NHP-43928                            127
011                  KWH-94256                            200
012                  CQS-93978                            120
013                  YMA-56284                            150
014                  AJA-56777                            157
015                  WQB-83823                            151
016                  PZV-75529                             59
017                  DAU-26394                            160
018                  VJN-37687                            143
019                  ZKV-31415                            192
020                  HCY-32686                            171
021                  JVL-65247                             46
022                  KWH-94256                             28
023                  CPU-63784                             40
024                  WQM-46249                            134
025                  TNX-51117                             83
026                  ZKV-31415                             96
027                  RGZ-73449                             49
028                  VJN-37687                            103
029                  QBZ-39849                            121
030                  HNB-76282                            175
031                  TQC-49936                              1
032                  NVE-67597                             52
033                  XRT-73276                            113
034                  FNL-93857                            169
035                  TXF-47848                             78
036                  WQM-46249                              3
037                  BCU-27839                             74
038                  NXD-76943                            176
039                  PZV-75529                             76
040                  RLT-57887                             31
041                  RLT-57887                            156
042                  DHY-22445                             55
043                  GMS-89977                             61
044                  ZHA-83572                             68
045                  HKZ-33728                             54
046                  TXF-47848                            144
047                  ZHA-83572                            112
048                  FYK-67999                            189
049                  HVX-35287                            181
050                  AAV-93236                            117
051                  RGZ-73449                              5
052                  PZV-75529                            119
053                  VJN-37687                             97
054                  QBD-79865                            125
055                  TNA-63396                            198
056                  CCG-95482                             11
057                  SPN-64546                             90
058                  PNF-53949                            137
059                  KDV-97563                             44
060                  KLA-57296                             13
061                  WMD-65834                            190
062                  YXL-38878                             73
063                  ZKV-31415                            178
064                  TNA-63396                             19
065                  JVL-65247                              7
066                  ZXB-54692                            152
067                  AJA-56777                            131
068                  BTN-83953                            145
069                  XJQ-35789                            170
070                  QBZ-39849                            148
071                  WQB-83823                            138
072                  PQJ-67335                             35
073                  SZA-87265                             38
074                  SPN-64546                            128
075                  PZV-75529                            197
076                  HZF-45469                            161
077                  BTG-65524                             47
078                  YMA-56284                            164
079                  PWT-38779                             26
080                  YLW-92835                             50
081                  NMA-58554                             29
082                  TRM-27792                             42
083                  HCY-32686                            187
084                  NXD-76943                            118
085                  YMA-56284                             53
086                  HVE-32966                             36
087                  ZXB-54692                            199
088                  PQJ-67335                            180
089                  URL-32968                            102
090                  YMA-56284                            188
091                  KLA-57296                             87
092                  URL-32968                            184
093                  AJA-56777                            114
094                  GBK-45859                            173
095                  CPU-63784                             17
096                  SPN-64546                             41
097                  VJN-37687                            133
098                  KWH-94256                             20
099                  KQA-89952                             43
100                  FNL-93857                             14
