User ID: 69069-29232

Trial                  Virus                             Units
---------------------------------------------------------------
001                  GZN-34688                            131
002                  ZHA-83572                            115
003                  VJN-37687                            194
004                  WMD-65834                             90
005                  QBZ-39849                             88
006                  JVL-65247                             79
007                  XRT-73276                            101
008                  KMP-52243                            106
009                  TNA-63396                            151
010                  NMA-58554                             26
011                  NHP-43928                            155
012                  YLW-92835                            195
013                  VXR-68924                              1
014                  KQA-89952                            112
015                  GMS-89977                            114
016                  QBD-79865                            188
017                  WQM-46249                             49
018                  BTG-65524                             12
019                  YLW-92835                             77
020                  RGZ-73449                             24
021                  WBB-69295                            133
022                  PZV-75529                             58
023                  BCU-27839                            124
024                  VJN-37687                             69
025                  RGZ-73449                             10
026                  BTG-65524                            183
027                  NWL-28282                             93
028                  WBB-69295                             25
029                  NXD-76943                             60
030                  JVL-65247                             70
031                  GZN-34688                            142
032                  TRM-27792                            165
033                  DAU-26394                            162
034                  FTD-84699                            104
035                  FNL-93857                            110
036                  JPJ-26459                             18
037                  LZL-53762                            196
038                  GMS-89977                             51
039                  TXF-47848                            138
040                  ZHA-83572                            121
041                  PQJ-67335                              3
042                  ZHA-83572                            146
043                  HNB-76282                            160
044                  HZF-45469                            152
045                  TQC-49936                             43
046                  GMS-89977                            192
047                  CDC-36833                            130
048                  NXD-76943                            134
049                  TLT-23593                             73
050                  URL-32968                             31
051                  XBC-95594                            190
052                  TLT-23593                            118
053                  CCG-95482                            111
054                  PNF-53949                             32
055                  WQB-83823                             95
056                  QBZ-39849                             46
057                  NWL-28282                             83
058                  AAV-93236                             99
059                  WMD-65834                            198
060                  KDV-97563                            123
061                  LWR-78574                             55
062                  KMP-52243                            185
063                  PNF-53949                            172
064                  LNC-68448                            144
065                  GBK-45859                            107
066                  AAV-93236                             78
067                  VXR-68924                             40
068                  JVL-65247                              4
069                  KLA-57296                             14
070                  CPU-63784                            120
071                  ZHA-83572                            175
072                  KMP-52243                            105
073                  ZPF-96697                            143
074                  AAV-93236                            166
075                  HCY-32686                            147
076                  BTG-65524                            139
077                  CDC-36833                            136
078                  CDC-36833                              5
079                  HNB-76282                            127
080                  TNG-52497                            148
081                  PHE-99329                            119
082                  SPN-64546                            191
083                  FNR-28782                            129
084                  EPX-87469                             44
085                  HVX-35287                             38
086                  KLA-57296                             86
087                  CDC-36833                             15
088                  FTD-84699                             85
089                  TQC-49936                            199
090                  HNB-76282                            102
091                  TNX-51117                             65
092                  YXL-38878                             30
093                  JYL-79355                            170
094                  GBK-45859                             13
095                  TQC-49936                            117
096                  HNB-76282                             92
097                  GZN-34688                             53
098                  TNG-52497                             74
099                  TXF-47848                             23
100                  BMN-57337                             76
