User ID: 63017-50438

Trial                  Virus                             Units
---------------------------------------------------------------
001                  CCG-95482                             66
002                  CQS-93978                             18
003                  BMN-57337                            115
004                  YLW-92835                             19
005                  LWR-78574                             82
006                  LZL-53762                            160
007                  BTN-83953                              9
008                  WBB-69295                            155
009                  VXR-68924                            139
010                  CDC-36833                             47
011                  LWR-78574                             28
012                  HVE-32966                             57
013                  DHY-22445                            111
014                  FNL-93857                            147
015                  NXD-76943                            110
016                  CPU-63784                            159
017                  ZHA-83572                             86
018                  FTD-84699                             68
019                  WBB-69295                            108
020                  BCU-27839                            112
021                  PZV-75529                            158
022                  NWL-28282                             50
023                  URL-32968                             16
024                  URL-32968                            142
025                  XBC-95594                              6
026                  PZV-75529                            182
027                  FYK-67999                             42
028                  KLA-57296                            161
029                  JVL-65247                            174
030                  PWT-38779                             36
031                  PHE-99329                            196
032                  DHY-22445                            102
033                  QBD-79865                            126
034                  CCG-95482                             53
035                  BMN-57337                             70
036                  WQM-46249                             80
037                  URL-32968                             62
038                  CDC-36833                            122
039                  WQB-83823                            173
040                  URL-32968                            138
041                  HVE-32966                             52
042                  NHP-43928                            103
043                  FNR-28782                            198
044                  GMS-89977                             32
045                  WMD-65834                            114
046                  SZA-87265                            151
047                  PHE-99329                             41
048                  TRM-27792                             58
049                  CCG-95482                            141
050                  XKG-42573                             13
051                  KQA-89952                             63
052                  GZN-34688                             93
053                  ZPF-96697                            146
054                  ZPF-96697                            116
055                  LNC-68448                            165
056                  HKZ-33728                             26
057                  ZKV-31415                            180
058                  JPJ-26459                             38
059                  TNA-63396                            100
060                  YMA-56284                             54
061                  YLW-92835                             97
062                  FYK-67999                            162
063                  RLT-57887                             64
064                  PHE-99329                             84
065                  WMD-65834                            156
066                  ZKV-31415                             91
067                  QBD-79865                            128
068                  QBD-79865                             92
069                  TNA-63396                             40
070                  VWM-74278                             88
071                  NWL-28282                             79
072                  TQC-49936                            171
073                  JYL-79355                             44
074                  HCY-32686                            200
075                  JPJ-26459                            119
076                  ZPF-96697                            136
077                  PWT-38779                             43
078                  PNF-53949                            185
079                  LNC-68448                            144
080                  NHP-43928                            168
081                  HVE-32966                             45
082                  KDV-97563                              8
083                  TLT-23593                             30
084                  PZV-75529                             55
085                  WBB-69295                              2
086                  RLT-57887                            101
087                  EFG-46945                            125
088                  ANR-65636                            154
089                  VWM-74278                             29
090                  HZF-45469                             95
091                  QBD-79865                            132
092                  FNL-93857                              3
093                  HZF-45469                            163
094                  BTG-65524                            177
095                  KWH-94256                             17
096                  XJQ-35789                            133
097                  NVE-67597                            113
098                  CDC-36833                            121
099                  FNR-28782                             83
100                  HVE-32966                            164
