User ID: 00885-84102

Trial                  Virus                             Units
---------------------------------------------------------------
001                  RGZ-73449                             43
002                  WQM-46249                             28
003                  WBB-69295                             67
004                  WMD-65834                            120
005                  BTG-65524                             73
006                  XBC-95594                            162
007                  DAU-26394                            129
008                  HCY-32686                            155
009                  LNC-68448                             60
010                  ZPF-96697                             12
011                  PZV-75529                             81
012                  EPX-87469                             18
013                  KLA-57296                             63
014                  KQA-89952                             41
015                  GUJ-74444                            163
016                  FTD-84699                            197
017                  WMD-65834                             48
018                  JYL-79355                            105
019                  QBZ-39849                            168
020                  JYL-79355                            194
021                  DHY-22445                            101
022                  XKG-42573                             31
023                  VJN-37687                            180
024                  LWR-78574                            195
025                  BTG-65524                            178
026                  FNL-93857                            182
027                  PWT-38779                            177
028                  GMS-89977                             86
029                  NHP-43928                            148
030                  HNB-76282                             57
031                  TNA-63396                            145
032                  RGZ-73449                            116
033                  EFG-46945                             92
034                  LZL-53762                            110
035                  URL-32968                             24
036                  DAU-26394                            122
037                  LNC-68448                             62
038                  PWT-38779                            153
039                  BCU-27839                             16
040                  CDC-36833                            140
041                  GZN-34688                            136
042                  WQM-46249                             37
043                  EPX-87469                             19
044                  CPU-63784                              6
045                  KQA-89952                            152
046                  GUJ-74444                             77
047                  ZHA-83572                             65
048                  HKZ-33728                            184
049                  RGZ-73449                            196
050                  DAU-26394                             38
051                  FTD-84699                             35
052                  RLT-57887                              5
053                  GMS-89977                             61
054                  RLT-57887                            183
055                  HVE-32966                             91
056                  QBD-79865                             45
057                  CQS-93978                            154
058                  HNB-76282                            170
059                  EFG-46945                             54
060                  YXL-38878                             49
061                  FYK-67999                            198
062                  WBB-69295                            106
063                  CPU-63784                            131
064                  VJN-37687                            169
065                  HCY-32686                            179
066                  KWH-94256                             74
067                  FYK-67999                            200
068                  FNR-28782                            139
069                  WQB-83823                             75
070                  QBD-79865                            190
071                  XBC-95594                             46
072                  QBZ-39849                            156
073                  HVX-35287                             71
074                  NXD-76943                             78
075                  RLT-57887                             14
076                  KDV-97563                            137
077                  VXR-68924                             83
078                  HCY-32686                            191
079                  TRM-27792                             17
080                  HNB-76282                            188
081                  NWL-28282                             69
082                  PQJ-67335                             23
083                  LWR-78574                            123
084                  BTN-83953                             95
085                  KMP-52243                            112
086                  CDC-36833                             29
087                  PZV-75529                             87
088                  BTN-83953                              8
089                  HVX-35287                            109
090                  GZN-34688                             70
091                  QBZ-39849                             36
092                  HVE-32966                            102
093                  XKG-42573                             55
094                  CQS-93978                             44
095                  TQC-49936                             20
096                  GUJ-74444                             89
097                  FNL-93857                              2
098                  CQS-93978                            174
099                  YXL-38878                             94
100                  GBK-45859                             51
