User ID: 44471-18426

Trial                  Virus                             Units
---------------------------------------------------------------
001                  HVX-35287                             14
002                  LZL-53762                             82
003                  YXL-38878                             61
004                  BMN-57337                            171
005                  TRM-27792                            111
006                  FTD-84699                            196
007                  YLW-92835                            100
008                  TQC-49936                            160
009                  YXL-38878                             70
010                  KMP-52243                            109
011                  QBZ-39849                              8
012                  GMS-89977                            161
013                  WMD-65834                            133
014                  SPN-64546                            152
015                  PZV-75529                             40
016                  SZA-87265                            163
017                  WQB-83823                             34
018                  HZF-45469                            186
019                  RGZ-73449                             93
020                  DAU-26394                            129
021                  QBZ-39849                            198
022                  VXR-68924                            181
023                  XBC-95594                             52
024                  QBZ-39849                            177
025                  ZPF-96697                            128
026                  XKG-42573                            115
027                  BMN-57337                             46
028                  XBC-95594                            136
029                  NHP-43928                            157
030                  BTG-65524                             28
031                  BTG-65524                             53
032                  KWH-94256                             94
033                  CQS-93978                            184
034                  TLT-23593                              4
035                  PQJ-67335                             96
036                  BTN-83953                            175
037                  PHE-99329                            170
038                  FNL-93857                            112
039                  PZV-75529                             56
040                  TQC-49936                            190
041                  YXL-38878                            105
042                  LNC-68448                            191
043                  BMN-57337                            127
044                  XKG-42573                             23
045                  FTD-84699                            168
046                  FNR-28782                            130
047                  ZHA-83572                            182
048                  XRT-73276                             45
049                  GBK-45859                             86
050                  KQA-89952                            126
051                  PQJ-67335                             67
052                  FYK-67999                            174
053                  EFG-46945                            172
054                  ZPF-96697                            103
055                  WQM-46249                              1
056                  HZF-45469                             10
057                  ZKV-31415                             16
058                  XBC-95594                             79
059                  YLW-92835                            119
060                  TNX-51117                              6
061                  LZL-53762                            153
062                  CPU-63784                            193
063                  LNC-68448                             39
064                  PZV-75529                            142
065                  URL-32968                             41
066                  PQJ-67335                              7
067                  KQA-89952                            188
068                  PZV-75529                             30
069                  ZXB-54692                             54
070                  JPJ-26459                             43
071                  ZXB-54692                             90
072                  RGZ-73449                            143
073                  NMA-58554                            101
074                  BTN-83953                            123
075                  LWR-78574                             35
076                  NHP-43928                            185
077                  KMP-52243                            169
078                  PNF-53949                             63
079                  KDV-97563                             26
080                  PZV-75529                            189
081                  SPN-64546                             84
082                  XRT-73276                            183
083                  WQM-46249                             50
084                  YMA-56284                            117
085                  TNA-63396                            151
086                  TQC-49936                             15
087                  TLT-23593                             31
088                  TLT-23593                             60
089                  SPN-64546                            110
090                  FTD-84699                             80
091                  GZN-34688                             66
092                  FNR-28782                             88
093                  KDV-97563                            173
094                  ANR-65636                            179
095                  NHP-43928                             71
096                  BTN-83953                             18
097                  FYK-67999                             12
098                  DAU-26394                            104
099                  CPU-63784                              5
100                  NWL-28282                            155
