User ID: 63581-09884

Trial                  Virus                             Units
---------------------------------------------------------------
001                  GUJ-74444                             97
002                  YLW-92835                            153
003                  LWR-78574                             37
004                  RLT-57887                            152
005                  PQJ-67335                            105
006                  QBZ-39849                            115
007                  AAV-93236                            196
008                  CQS-93978                             51
009                  BTN-83953                             74
010                  URL-32968                             69
011                  TRM-27792                             24
012                  ZHA-83572                            104
013                  XKG-42573                            199
014                  QBD-79865                             23
015                  KQA-89952                             34
016                  HCY-32686                             70
017                  TXF-47848                            143
018                  KQA-89952                            184
019                  QBD-79865                             84
020                  SPN-64546                            117
021                  WQB-83823                            173
022                  YMA-56284                            147
023                  FYK-67999                            178
024                  HCY-32686                            134
025                  ZPF-96697                            169
026                  HZF-45469                            193
027                  QBD-79865                            174
028                  KWH-94256                            167
029                  DAU-26394                             90
030                  LZL-53762                             27
031                  YLW-92835                            161
032                  ZPF-96697                            103
033                  BMN-57337                             50
034                  HVX-35287                             30
035                  CCG-95482                            170
036                  YMA-56284                            113
037                  BMN-57337                            187
038                  CQS-93978                            180
039                  NXD-76943                             39
040                  HNB-76282                              4
041                  YBD-67688                            155
042                  KQA-89952                             66
043                  BTG-65524                             41
044                  AAV-93236                            106
045                  EFG-46945                            131
046                  JVL-65247                             15
047                  FNL-93857                            109
048                  NWL-28282                             71
049                  ZHA-83572                            164
050                  GBK-45859                            129
051                  QBD-79865                             53
052                  EFG-46945                            108
053                  WBB-69295                            116
054                  YLW-92835                             96
055                  HZF-45469                             56
056                  NXD-76943                            162
057                  CDC-36833                            145
058                  LNC-68448                            165
059                  RGZ-73449                             72
060                  XJQ-35789                            168
061                  HNB-76282                            182
062                  TNG-52497                             25
063                  PQJ-67335                            114
064                  EFG-46945                             38
065                  JVL-65247                             47
066                  KDV-97563                            148
067                  KWH-94256                            125
068                  FYK-67999                            140
069                  WBB-69295                            175
070                  QBZ-39849                            124
071                  GMS-89977                              7
072                  AJA-56777                            179
073                  YLW-92835                             64
074                  FNR-28782                             58
075                  WBB-69295                             20
076                  XJQ-35789                            149
077                  FYK-67999                            177
078                  YXL-38878                            122
079                  JPJ-26459                            110
080                  QBZ-39849                            112
081                  KLA-57296                            142
082                  SPN-64546                            200
083                  ZKV-31415                            137
084                  FNR-28782                            130
085                  PZV-75529                              5
086                  NMA-58554                             63
087                  BMN-57337                             83
088                  LNC-68448                            139
089                  KMP-52243                            107
090                  HVE-32966                             12
091                  YBD-67688                            136
092                  BTG-65524                             76
093                  GBK-45859                             48
094                  JPJ-26459                            195
095                  FTD-84699                            132
096                  NVE-67597                             45
097                  ZHA-83572                            159
098                  KQA-89952                             19
099                  BTG-65524                            118
100                  NWL-28282                             75
