User ID: 35036-62750

Trial                  Virus                             Units
---------------------------------------------------------------
001                  RLT-57887                            200
002                  ZPF-96697                              1
003                  FYK-67999                             53
004                  KQA-89952                             26
005                  DHY-22445                            199
006                  RLT-57887                            194
007                  FNL-93857                            168
008                  ZHA-83572                            189
009                  QBZ-39849                             72
010                  TXF-47848                             30
011                  HNB-76282                            170
012                  XJQ-35789                            132
013                  NXD-76943                            160
014                  DHY-22445                             95
015                  ZKV-31415                             77
016                  NVE-67597                            155
017                  QBZ-39849                            184
018                  ZHA-83572                             31
019                  NWL-28282                            126
020                  ZXB-54692                            135
021                  BCU-27839                             36
022                  SZA-87265                             73
023                  YMA-56284                             63
024                  PZV-75529                            125
025                  NVE-67597                            134
026                  WQB-83823                             79
027                  RLT-57887                            138
028                  AAV-93236                             82
029                  LNC-68448                             97
030                  RGZ-73449                             99
031                  TQC-49936                            101
032                  NMA-58554                            144
033                  FNR-28782                            117
034                  YLW-92835                            163
035                  QBZ-39849                            176
036                  HVE-32966                            121
037                  GMS-89977                            172
038                  GZN-34688                             27
039                  AJA-56777                             16
040                  SZA-87265                             33
041                  FNL-93857                            153
042                  XRT-73276                            180
043                  RLT-57887                            171
044                  NVE-67597                            197
045                  TNG-52497                            151
046                  XJQ-35789                             98
047                  LNC-68448                            169
048                  FYK-67999                            177
049                  RLT-57887                             14
050                  SPN-64546                            192
051                  YMA-56284                            158
052                  KMP-52243                            122
053                  HKZ-33728                             48
054                  YBD-67688                             56
055                  YMA-56284                            140
056                  SPN-64546                             18
057                  VXR-68924                             80
058                  FNR-28782                             61
059                  RGZ-73449                             59
060                  GMS-89977                            188
061                  CPU-63784                            145
062                  JVL-65247                             17
063                  FNL-93857                            173
064                  YBD-67688                             81
065                  BCU-27839                              5
066                  ANR-65636                             84
067                  QBZ-39849                             54
068                  ANR-65636                            161
069                  KMP-52243                             10
070                  ZKV-31415                            128
071                  CCG-95482                            198
072                  CQS-93978                             44
073                  WMD-65834                              8
074                  WQB-83823                            100
075                  TLT-23593                              9
076                  WBB-69295                             42
077                  TRM-27792                             45
078                  NMA-58554                            137
079                  EFG-46945                             37
080                  ZHA-83572                             38
081                  XBC-95594                            107
082                  VXR-68924                            114
083                  LNC-68448                             69
084                  SPN-64546                            110
085                  PQJ-67335                            157
086                  JVL-65247                             86
087                  WBB-69295                            154
088                  VJN-37687                            165
089                  ZKV-31415                             91
090                  NMA-58554                             21
091                  WQB-83823                             32
092                  KMP-52243                            166
093                  HKZ-33728                             12
094                  RGZ-73449                            182
095                  ZHA-83572                            164
096                  XJQ-35789                             55
097                  ZHA-83572                            152
098                  PZV-75529                              4
099                  URL-32968                            113
100                  GBK-45859                            142
