User ID: 38749-83244

Trial                  Virus                             Units
---------------------------------------------------------------
001                  TLT-23593                            190
002                  ZXB-54692                             34
003                  FNR-28782                             85
004                  PNF-53949                            123
005                  NWL-28282                             79
006                  XBC-95594                            164
007                  EPX-87469                             39
008                  ZHA-83572                             69
009                  RLT-57887                            124
010                  YBD-67688                            139
011                  HCY-32686                             33
012                  LWR-78574                             21
013                  TLT-23593                             40
014                  ANR-65636                            117
015                  NMA-58554                             29
016                  KMP-52243                             70
017                  SZA-87265                            167
018                  HNB-76282                             60
019                  AAV-93236                             23
020                  VWM-74278                             80
021                  GZN-34688                             18
022                  TNX-51117                             17
023                  BTG-65524                            163
024                  NHP-43928                             55
025                  XBC-95594                            189
026                  NMA-58554                            176
027                  TRM-27792                             67
028                  FNR-28782                             41
029                  SPN-64546                            152
030                  PNF-53949                             77
031                  HKZ-33728                            185
032                  CCG-95482                            158
033                  CPU-63784                            182
034                  CPU-63784                             95
035                  TRM-27792                            104
036                  LWR-78574                             30
037                  HVX-35287                             15
038                  BMN-57337                             90
039                  LNC-68448                            145
040                  PHE-99329                            112
041                  ZPF-96697                              3
042                  DAU-26394                              1
043                  PQJ-67335                             16
044                  GUJ-74444                              4
045                  TRM-27792                            109
046                  PNF-53949                            101
047                  ZHA-83572                             64
048                  PWT-38779                            136
049                  YXL-38878                            106
050                  JVL-65247                            121
051                  GZN-34688                            135
052                  KWH-94256                            110
053                  NMA-58554                            178
054                  XKG-42573                             65
055                  WQM-46249                            198
056                  YBD-67688                              8
057                  URL-32968                            183
058                  XRT-73276                            191
059                  KDV-97563                             24
060                  TNA-63396                             72
061                  ZPF-96697                            166
062                  WQM-46249                             38
063                  XKG-42573                             91
064                  EPX-87469                             83
065                  FNL-93857                             93
066                  RGZ-73449                            142
067                  XBC-95594                            114
068                  URL-32968                            116
069                  TQC-49936                            130
070                  XRT-73276                            179
071                  VXR-68924                             94
072                  CQS-93978                            155
073                  QBD-79865                            146
074                  KQA-89952                            194
075                  FNR-28782                            107
076                  TQC-49936                             62
077                  QBZ-39849                            132
078                  CQS-93978                             36
079                  KQA-89952                             68
080                  ZKV-31415                            131
081                  ZKV-31415                             58
082                  GMS-89977                            171
083                  PHE-99329                            133
084                  KWH-94256                            150
085                  TNG-52497                            138
086                  TNG-52497                             37
087                  KLA-57296                            156
088                  FNL-93857                            137
089                  GZN-34688                            153
090                  DHY-22445                             59
091                  TNX-51117                             35
092                  URL-32968                              5
093                  EFG-46945                             28
094                  GUJ-74444                            199
095                  CQS-93978                            157
096                  GZN-34688                             42
097                  BTN-83953                            173
098                  HVE-32966                            159
099                  BTG-65524                            140
100                  HZF-45469                            102
