User ID: 30768-54860

Trial                  Virus                             Units
---------------------------------------------------------------
001                  EFG-46945                            111
002                  HKZ-33728                             57
003                  TNX-51117                            155
004                  QBZ-39849                            154
005                  TLT-23593                             34
006                  EFG-46945                            103
007                  QBZ-39849                            165
008                  YLW-92835                            178
009                  ZHA-83572                             36
010                  NHP-43928                             35
011                  AJA-56777                             70
012                  URL-32968                             28
013                  KLA-57296                            183
014                  GZN-34688                            162
015                  HVX-35287                             26
016                  HVE-32966                             30
017                  KDV-97563                            145
018                  VWM-74278                            121
019                  LZL-53762                              4
020                  HKZ-33728                             77
021                  HVX-35287                             75
022                  BTN-83953                            152
023                  QBZ-39849                             90
024                  GBK-45859                              1
025                  GUJ-74444                             16
026                  EPX-87469                             45
027                  PZV-75529                             37
028                  KWH-94256                             98
029                  NVE-67597                             78
030                  TQC-49936                            158
031                  PQJ-67335                            136
032                  LNC-68448                            148
033                  RGZ-73449                              7
034                  XBC-95594                             83
035                  WMD-65834                             67
036                  VXR-68924                             55
037                  CPU-63784                            109
038                  XBC-95594                            132
039                  NHP-43928                             95
040                  HCY-32686                            172
041                  FTD-84699                             66
042                  VXR-68924                            169
043                  KLA-57296                            112
044                  SZA-87265                            133
045                  VXR-68924                            128
046                  AJA-56777                             74
047                  TRM-27792                              3
048                  AJA-56777                             76
049                  HZF-45469                             32
050                  XKG-42573                            131
051                  CQS-93978                             59
052                  JVL-65247                              6
053                  GMS-89977                            146
054                  BMN-57337                             52
055                  WBB-69295                             71
056                  FYK-67999                            114
057                  HZF-45469                             41
058                  GBK-45859                             47
059                  AAV-93236                            156
060                  AJA-56777                             21
061                  XKG-42573                             51
062                  NHP-43928                             38
063                  PNF-53949                            188
064                  NMA-58554                             87
065                  LWR-78574                             24
066                  AAV-93236                            123
067                  AJA-56777                             93
068                  FTD-84699                             25
069                  TNX-51117                              2
070                  TNG-52497                            184
071                  KDV-97563                             14
072                  ZPF-96697                             88
073                  RGZ-73449                            149
074                  PHE-99329                            196
075                  XJQ-35789                             63
076                  PNF-53949                            179
077                  ZKV-31415                             53
078                  LNC-68448                            113
079                  LNC-68448                            140
080                  XKG-42573                            181
081                  ZKV-31415                            195
082                  CPU-63784                            138
083                  ANR-65636                            190
084                  GZN-34688                             72
085                  XJQ-35789                            185
086                  WMD-65834                            167
087                  TNX-51117                            194
088                  HCY-32686                            100
089                  XBC-95594                             20
090                  HNB-76282                            124
091                  KDV-97563                            120
092                  CQS-93978                            107
093                  BMN-57337                            197
094                  RGZ-73449                             86
095                  HKZ-33728                            159
096                  HZF-45469                              5
097                  DAU-26394                            157
098                  FYK-67999                             42
099                  GBK-45859                            174
100                  EFG-46945                             23
