User ID: 87049-31809

Trial                  Virus                             Units
---------------------------------------------------------------
001                  HVX-35287                            144
002                  FNL-93857                            145
003                  PZV-75529                            115
004                  XJQ-35789                            167
005                  PNF-53949                             65
006                  LZL-53762                             21
007                  LWR-78574                             51
008                  TQC-49936                             38
009                  EFG-46945                             86
010                  XJQ-35789                            124
011                  KMP-52243                             71
012                  YMA-56284                             15
013                  CQS-93978                             29
014                  AAV-93236                             48
015                  TRM-27792                             23
016                  PZV-75529                            190
017                  AAV-93236                            138
018                  GUJ-74444                             96
019                  VXR-68924                            178
020                  DHY-22445                            103
021                  NXD-76943                             37
022                  VXR-68924                            117
023                  XKG-42573                            168
024                  NHP-43928                            188
025                  TRM-27792                            121
026                  ZPF-96697                            112
027                  NXD-76943                             19
028                  TNG-52497                             58
029                  DAU-26394                            153
030                  DHY-22445                             79
031                  HZF-45469                             44
032                  XRT-73276                             67
033                  NVE-67597                            175
034                  PQJ-67335                            179
035                  LWR-78574                            100
036                  HCY-32686                            139
037                  YXL-38878                            181
038                  ZPF-96697                            200
039                  NMA-58554                            170
040                  PQJ-67335                            192
041                  HKZ-33728                              7
042                  TNA-63396                             88
043                  HNB-76282                            142
044                  KWH-94256                             26
045                  WBB-69295                            166
046                  XBC-95594                             43
047                  NMA-58554                            173
048                  EFG-46945                            128
049                  GBK-45859                             52
050                  TNG-52497                             56
051                  TNA-63396                             74
052                  ZKV-31415                            126
053                  JYL-79355                             75
054                  AJA-56777                             94
055                  QBZ-39849                            134
056                  LZL-53762                             85
057                  KLA-57296                             84
058                  TLT-23593                            174
059                  NWL-28282                            114
060                  TQC-49936                              3
061                  TNX-51117                            198
062                  EFG-46945                            163
063                  BCU-27839                            129
064                  CPU-63784                             33
065                  KMP-52243                             81
066                  LZL-53762                            158
067                  KQA-89952                            106
068                  PQJ-67335                            132
069                  KDV-97563                            195
070                  QBZ-39849                             42
071                  NXD-76943                              5
072                  HCY-32686                            151
073                  WMD-65834                             93
074                  GBK-45859                            156
075                  BMN-57337                             32
076                  FYK-67999                             54
077                  TQC-49936                             95
078                  XKG-42573                            180
079                  BCU-27839                             57
080                  FNR-28782                            146
081                  NWL-28282                             28
082                  YMA-56284                            197
083                  WQM-46249                            194
084                  NHP-43928                             35
085                  PHE-99329                             36
086                  LZL-53762                            187
087                  TXF-47848                             22
088                  PQJ-67335                            130
089                  PWT-38779                             39
090                  FYK-67999                            133
091                  PQJ-67335                            108
092                  JYL-79355                            118
093                  TRM-27792                            161
094                  ZKV-31415                            101
095                  DHY-22445                             27
096                  ANR-65636                            120
097                  CCG-95482                            186
098                  WQM-46249                            104
099                  ZHA-83572                             80
100                  XRT-73276                             20
