User ID: 84756-04819

Trial                  Virus                             Units
---------------------------------------------------------------
001                  XRT-73276                             41
002                  NWL-28282                            156
003                  VXR-68924                             52
004                  SPN-64546                             88
005                  CCG-95482                            106
006                  FNR-28782                            155
007                  HVE-32966                            192
008                  CQS-93978                             35
009                  NVE-67597                             89
010                  VXR-68924                            141
011                  TRM-27792                            114
012                  TNX-51117                             87
013                  GMS-89977                            167
014                  TQC-49936                             91
015                  NMA-58554                             66
016                  TQC-49936                            169
017                  NMA-58554                            173
018                  YXL-38878                              5
019                  GZN-34688                              3
020                  AJA-56777                            177
021                  CQS-93978                             82
022                  HZF-45469                             71
023                  HCY-32686                             53
024                  NWL-28282                            154
025                  LNC-68448                             46
026                  TQC-49936                            182
027                  DAU-26394                             51
028                  XBC-95594                            108
029                  BTG-65524                              7
030                  FNR-28782                             11
031                  FTD-84699                              9
032                  TRM-27792                             64
033                  PHE-99329                             49
034                  EFG-46945                             67
035                  RLT-57887                            147
036                  BTN-83953                            200
037                  CCG-95482                            107
038                  EPX-87469                            116
039                  TRM-27792                             38
040                  XBC-95594                             81
041                  BTG-65524                            170
042                  LNC-68448                            133
043                  XKG-42573                            180
044                  LWR-78574                             40
045                  NMA-58554                             23
046                  TNG-52497                            139
047                  NMA-58554                             72
048                  RGZ-73449                            196
049                  HZF-45469                             12
050                  BMN-57337                             34
051                  NVE-67597                             69
052                  TNX-51117                             56
053                  TRM-27792                             57
054                  HNB-76282                             22
055                  WQM-46249                             97
056                  LZL-53762                            110
057                  NVE-67597                             63
058                  ZKV-31415                             78
059                  VXR-68924                             18
060                  TXF-47848                             27
061                  LWR-78574                            142
062                  PNF-53949                             33
063                  GBK-45859                            113
064                  PQJ-67335                            111
065                  ZXB-54692                            128
066                  KMP-52243                            131
067                  PWT-38779                            134
068                  PWT-38779                             60
069                  NMA-58554                            143
070                  GZN-34688                             48
071                  RGZ-73449                             73
072                  LZL-53762                             83
073                  GZN-34688                             58
074                  VWM-74278                             50
075                  EFG-46945                             36
076                  EFG-46945                             65
077                  WBB-69295                            140
078                  CPU-63784                            130
079                  CQS-93978                            136
080                  YBD-67688                            118
081                  CCG-95482                             77
082                  WMD-65834                            104
083                  YBD-67688                            100
084                  XKG-42573                            123
085                  ZHA-83572                            197
086                  XKG-42573                            183
087                  HKZ-33728                             62
088                  WQB-83823                            186
089                  TNG-52497                             17
090                  BTG-65524                            152
091                  ANR-65636                            179
092                  TNX-51117                             44
093                  TLT-23593                            189
094                  JYL-79355                             80
095                  FYK-67999                             14
096                  GUJ-74444                             15
097                  SZA-87265                             20
098                  BTG-65524                            188
099                  KDV-97563                             59
100                  TRM-27792                            184
