User ID: 35036-62750

Trial                  Virus                             Units
---------------------------------------------------------------
001                  FNL-93857                            105
002                  TNG-52497                            199
003                  KQA-89952                            181
004                  YMA-56284                             97
005                  FTD-84699                            165
006                  KDV-97563                            119
007                  ZXB-54692                             41
008                  KWH-94256                             90
009                  VXR-68924                              3
010                  BMN-57337                             54
011                  TXF-47848                             94
012                  LWR-78574                            148
013                  ZKV-31415                             88
014                  PNF-53949                            101
015                  NMA-58554                             42
016                  BCU-27839                            171
017                  JYL-79355                            185
018                  WQM-46249                            143
019                  EPX-87469                            191
020                  DAU-26394                            198
021                  LZL-53762                             98
022                  KQA-89952                             52
023                  YBD-67688                             28
024                  XRT-73276                             51
025                  YXL-38878                            142
026                  GZN-34688                             78
027                  LZL-53762                             14
028                  WMD-65834                            159
029                  ZKV-31415                             86
030                  TRM-27792                            166
031                  RGZ-73449                            141
032                  TNG-52497                             12
033                  ZKV-31415                             37
034                  NMA-58554                             60
035                  WQB-83823                            104
036                  ZHA-83572                            197
037                  JPJ-26459                            187
038                  CPU-63784                            130
039                  WBB-69295                            180
040                  HVE-32966                            155
041                  TQC-49936                             70
042                  ZPF-96697                            137
043                  TRM-27792                            196
044                  CPU-63784                             69
045                  BTN-83953                            116
046                  HKZ-33728                            176
047                  NWL-28282                            170
048                  JVL-65247                             81
049                  ZHA-83572                              7
050                  NHP-43928                            183
051                  BMN-57337                              2
052                  HNB-76282                            184
053                  PZV-75529                            164
054                  TNA-63396                             20
055                  TNA-63396                            167
056                  FNL-93857                             33
057                  KLA-57296                             38
058                  PHE-99329                             44
059                  PNF-53949                            144
060                  SPN-64546                            112
061                  HKZ-33728                             99
062                  LNC-68448                            177
063                  YBD-67688                            152
064                  HCY-32686                             43
065                  YMA-56284                             15
066                  DAU-26394                             23
067                  NHP-43928                             57
068                  YLW-92835                            106
069                  ZKV-31415                             83
070                  XJQ-35789                              5
071                  YLW-92835                            121
072                  VXR-68924                             22
073                  HCY-32686                             75
074                  SZA-87265                            118
075                  AAV-93236                             47
076                  GUJ-74444                             21
077                  NMA-58554                             79
078                  ZKV-31415                            194
079                  EFG-46945                            125
080                  JPJ-26459                             77
081                  TNG-52497                             65
082                  XKG-42573                            111
083                  AJA-56777                             95
084                  HVX-35287                            161
085                  QBZ-39849                             85
086                  EPX-87469                             87
087                  YMA-56284                             13
088                  ZXB-54692                             11
089                  HZF-45469                            135
090                  EFG-46945                            120
091                  CQS-93978                            145
092                  HVX-35287                            123
093                  ZHA-83572                             64
094                  BTG-65524                             18
095                  YLW-92835                             34
096                  WQB-83823                            134
097                  TLT-23593                            182
098                  PWT-38779                            188
099                  ZXB-54692                            102
100                  BTN-83953                             19
