User ID: 09312-94888

Trial                  Virus                             Units
---------------------------------------------------------------
001                  WQM-46249                             38
002                  XRT-73276                            138
003                  YBD-67688                             20
004                  BTG-65524                             50
005                  VJN-37687                            104
006                  SPN-64546                            108
007                  GMS-89977                              9
008                  PZV-75529                            134
009                  NHP-43928                            123
010                  XBC-95594                            189
011                  TXF-47848                            179
012                  CCG-95482                            121
013                  DAU-26394                             51
014                  NWL-28282                             22
015                  VXR-68924                            162
016                  FYK-67999                             49
017                  NHP-43928                             92
018                  QBZ-39849                            153
019                  KDV-97563                            194
020                  DHY-22445                             65
021                  TLT-23593                            182
022                  YMA-56284                            193
023                  KWH-94256                             99
024                  KDV-97563                            177
025                  FTD-84699                            198
026                  CQS-93978                            117
027                  PWT-38779                            128
028                  BTN-83953                             84
029                  LZL-53762                            183
030                  HCY-32686                             26
031                  RGZ-73449                            169
032                  HVE-32966                            178
033                  PWT-38779                            140
034                  HVX-35287                             16
035                  TQC-49936                             88
036                  KMP-52243                            192
037                  QBD-79865                             29
038                  SPN-64546                            184
039                  GMS-89977                            154
040                  LZL-53762                             73
041                  VJN-37687                             39
042                  NMA-58554                            195
043                  NVE-67597                             69
044                  EFG-46945                              2
045                  EFG-46945                             42
046                  PWT-38779                              8
047                  CDC-36833                             13
048                  ZHA-83572                            135
049                  HVX-35287                             47
050                  NWL-28282                            113
051                  XRT-73276                             94
052                  TRM-27792                             83
053                  TNX-51117                             52
054                  RLT-57887                            119
055                  AJA-56777                             82
056                  FNR-28782                            106
057                  LNC-68448                             24
058                  CPU-63784                            118
059                  PHE-99329                            132
060                  ZPF-96697                            159
061                  TNG-52497                            122
062                  PHE-99329                            136
063                  HZF-45469                            114
064                  NXD-76943                             11
065                  CDC-36833                            102
066                  JPJ-26459                            170
067                  VWM-74278                            137
068                  URL-32968                            172
069                  HVE-32966                            152
070                  TQC-49936                            131
071                  AAV-93236                            199
072                  YLW-92835                            196
073                  LZL-53762                             43
074                  PHE-99329                             33
075                  CQS-93978                             55
076                  AAV-93236                             30
077                  JPJ-26459                             66
078                  PZV-75529                             76
079                  CCG-95482                             56
080                  GMS-89977                            126
081                  WBB-69295                             36
082                  WMD-65834                            190
083                  URL-32968                            166
084                  WMD-65834                            197
085                  JPJ-26459                             74
086                  PQJ-67335                             17
087                  KMP-52243                             37
088                  LNC-68448                            161
089                  XKG-42573                            168
090                  KMP-52243                              5
091                  YMA-56284                            105
092                  EFG-46945                             18
093                  URL-32968                            188
094                  HVE-32966                            125
095                  EFG-46945                            124
096                  AAV-93236                             59
097                  URL-32968                            101
098                  FNL-93857                             40
099                  XJQ-35789                            186
100                  HNB-76282                            156
