User ID: 19372-45052

Trial                  Virus                             Units
---------------------------------------------------------------
001                  NXD-76943                             79
002                  SPN-64546                            158
003                  XKG-42573                             96
004                  KDV-97563                             55
005                  HVE-32966                             62
006                  HKZ-33728                            106
007                  GZN-34688                             56
008                  RLT-57887                             15
009                  SZA-87265                            109
010                  HVX-35287                            163
011                  XKG-42573                              5
012                  TQC-49936                            133
013                  PWT-38779                             65
014                  HCY-32686                             93
015                  NHP-43928                            120
016                  NWL-28282                            101
017                  YMA-56284                             32
018                  BTN-83953                             98
019                  XRT-73276                            100
020                  TNG-52497                            190
021                  KLA-57296                            188
022                  DAU-26394                             43
023                  VWM-74278                             74
024                  SPN-64546                             61
025                  KLA-57296                            182
026                  NXD-76943                             81
027                  DHY-22445                             20
028                  NXD-76943                             94
029                  NXD-76943                             97
030                  XBC-95594                            148
031                  TLT-23593                            172
032                  GUJ-74444                            134
033                  LZL-53762                             70
034                  XBC-95594                            189
035                  PWT-38779                            168
036                  PNF-53949                            167
037                  PQJ-67335                            110
038                  WMD-65834                            147
039                  YXL-38878                            198
040                  JPJ-26459                            123
041                  HCY-32686                            136
042                  XKG-42573                            127
043                  PZV-75529                            114
044                  EFG-46945                            144
045                  GUJ-74444                            143
046                  XRT-73276                            156
047                  VXR-68924                            103
048                  HVX-35287                             75
049                  TXF-47848                            104
050                  VJN-37687                            108
051                  NWL-28282                              9
052                  TRM-27792                             19
053                  VWM-74278                             49
054                  TLT-23593                             45
055                  TQC-49936                            131
056                  GMS-89977                            169
057                  XJQ-35789                            195
058                  KDV-97563                             57
059                  BTN-83953                             82
060                  GMS-89977                            107
061                  TNA-63396                             31
062                  BTN-83953                             44
063                  SPN-64546                              6
064                  HKZ-33728                            181
065                  JVL-65247                             88
066                  NMA-58554                             16
067                  YXL-38878                            166
068                  TNG-52497                            157
069                  LNC-68448                             42
070                  JVL-65247                            191
071                  GMS-89977                            161
072                  LWR-78574                             73
073                  HKZ-33728                             29
074                  YXL-38878                              1
075                  JVL-65247                            117
076                  NVE-67597                            180
077                  ANR-65636                            164
078                  AJA-56777                             71
079                  YLW-92835                             25
080                  VXR-68924                            178
081                  NWL-28282                            186
082                  GMS-89977                            173
083                  LZL-53762                             84
084                  DAU-26394                            155
085                  LZL-53762                            170
086                  VXR-68924                             12
087                  PWT-38779                            197
088                  FNL-93857                            194
089                  TXF-47848                             10
090                  TRM-27792                             47
091                  AAV-93236                            113
092                  NVE-67597                             33
093                  ZXB-54692                            154
094                  GUJ-74444                             34
095                  KQA-89952                             91
096                  TXF-47848                            145
097                  GMS-89977                             78
098                  YMA-56284                             26
099                  VJN-37687                             40
100                  NVE-67597                            130
