User ID: 06139-33248

Trial                  Virus                             Units
---------------------------------------------------------------
001                  CPU-63784                              5
002                  WMD-65834                            166
003                  PQJ-67335                             60
004                  NVE-67597                            197
005                  LZL-53762                             33
006                  KDV-97563                             52
007                  NVE-67597                            112
008                  VJN-37687                             71
009                  KQA-89952                            199
010                  LZL-53762                             30
011                  AAV-93236                            149
012                  VXR-68924                            117
013                  BCU-27839                             85
014                  TNG-52497                              9
015                  KWH-94256                            150
016                  HCY-32686                            120
017                  YMA-56284                             90
018                  ANR-65636                             72
019                  YLW-92835                             93
020                  DAU-26394                             15
021                  YMA-56284                            116
022                  TQC-49936                            168
023                  NMA-58554                             25
024                  FNL-93857                             70
025                  NXD-76943                            188
026                  BTN-83953                             58
027                  CPU-63784                            182
028                  XRT-73276                            126
029                  BTG-65524                             94
030                  QBD-79865                            198
031                  AJA-56777                             99
032                  YMA-56284                             65
033                  CDC-36833                            138
034                  NVE-67597                             66
035                  SPN-64546                            163
036                  KWH-94256                            123
037                  PHE-99329                            145
038                  KMP-52243                            122
039                  KMP-52243                            187
040                  TNG-52497                              3
041                  QBD-79865                            132
042                  FNR-28782                            178
043                  TRM-27792                             91
044                  GMS-89977                            127
045                  KDV-97563                             74
046                  VJN-37687                            195
047                  FTD-84699                             17
048                  YXL-38878                            105
049                  HKZ-33728                             37
050                  HZF-45469                            172
051                  PWT-38779                            154
052                  FYK-67999                             56
053                  XKG-42573                            185
054                  VWM-74278                            152
055                  ANR-65636                             12
056                  HVE-32966                            193
057                  NHP-43928                            144
058                  HKZ-33728                            108
059                  DHY-22445                             11
060                  VXR-68924                             79
061                  QBZ-39849                             92
062                  EFG-46945                            180
063                  PQJ-67335                            124
064                  JYL-79355                             98
065                  HNB-76282                            115
066                  XBC-95594                             39
067                  YXL-38878                            114
068                  RGZ-73449                            147
069                  HCY-32686                            176
070                  EPX-87469                            113
071                  KQA-89952                            137
072                  EFG-46945                            118
073                  CPU-63784                            101
074                  URL-32968                             31
075                  NMA-58554                            106
076                  CCG-95482                            181
077                  LNC-68448                            174
078                  BTN-83953                            161
079                  DHY-22445                            170
080                  FNR-28782                             19
081                  GZN-34688                             95
082                  GUJ-74444                            107
083                  JPJ-26459                             13
084                  NHP-43928                            104
085                  GZN-34688                            169
086                  NXD-76943                            146
087                  FTD-84699                             16
088                  PZV-75529                            167
089                  TXF-47848                             20
090                  KDV-97563                            189
091                  ZKV-31415                             51
092                  HCY-32686                            135
093                  EFG-46945                            136
094                  NVE-67597                            103
095                  GBK-45859                            160
096                  BTG-65524                             81
097                  TRM-27792                             48
098                  URL-32968                              4
099                  NWL-28282                            173
100                  TRM-27792                             62
