User ID: 44921-58069

Trial                  Virus                             Units
---------------------------------------------------------------
001                  YXL-38878                             57
002                  WBB-69295                             63
003                  LNC-68448                            107
004                  TRM-27792                             76
005                  HVX-35287                            139
006                  AAV-93236                             65
007                  WBB-69295                            142
008                  PWT-38779                            195
009                  WMD-65834                             98
010                  LWR-78574                            143
011                  YBD-67688                             30
012                  HKZ-33728                             23
013                  GMS-89977                             83
014                  WQM-46249                             18
015                  JYL-79355                             13
016                  TRM-27792                             32
017                  NHP-43928                             29
018                  WMD-65834                            127
019                  RGZ-73449                             79
020                  FYK-67999                            144
021                  GBK-45859                            140
022                  EPX-87469                             73
023                  RLT-57887                            191
024                  FTD-84699                             88
025                  ZXB-54692                             97
026                  BTN-83953                             59
027                  YBD-67688                            150
028                  WBB-69295                             27
029                  HZF-45469                             12
030                  TXF-47848                            100
031                  TQC-49936                            129
032                  YMA-56284                            184
033                  KWH-94256                              7
034                  ZPF-96697                            168
035                  BMN-57337                            134
036                  PZV-75529                            121
037                  AJA-56777                            109
038                  GUJ-74444                            136
039                  HCY-32686                            133
040                  VWM-74278                             49
041                  WBB-69295                             70
042                  GUJ-74444                            189
043                  NVE-67597                            179
044                  ZXB-54692                             16
045                  NWL-28282                             78
046                  PZV-75529                             91
047                  FNL-93857                            132
048                  KDV-97563                             72
049                  JVL-65247                             99
050                  TNG-52497                            153
051                  HCY-32686                            128
052                  FNL-93857                             58
053                  NMA-58554                            180
054                  JVL-65247                             33
055                  CPU-63784                            114
056                  DAU-26394                            123
057                  HVE-32966                              3
058                  HKZ-33728                             43
059                  VWM-74278                            193
060                  VXR-68924                             36
061                  CPU-63784                            125
062                  FYK-67999                             68
063                  DAU-26394                             17
064                  TLT-23593                             87
065                  PZV-75529                            120
066                  GUJ-74444                            183
067                  VJN-37687                             93
068                  FTD-84699                            161
069                  KDV-97563                            119
070                  TNA-63396                             38
071                  TNX-51117                            156
072                  KLA-57296                             61
073                  QBZ-39849                            182
074                  TQC-49936                              5
075                  BTG-65524                            154
076                  FYK-67999                            105
077                  LNC-68448                             39
078                  ZKV-31415                            165
079                  URL-32968                             41
080                  AJA-56777                            177
081                  CQS-93978                            170
082                  TXF-47848                            197
083                  AJA-56777                             26
084                  NXD-76943                             50
085                  YLW-92835                             95
086                  HZF-45469                             28
087                  HKZ-33728                             80
088                  HNB-76282                             31
089                  PNF-53949                             20
090                  NWL-28282                             10
091                  PZV-75529                              1
092                  RGZ-73449                            111
093                  NHP-43928                            163
094                  KLA-57296                            194
095                  CQS-93978                            162
096                  JYL-79355                            118
097                  BCU-27839                             71
098                  AJA-56777                            173
099                  ZPF-96697                            145
100                  HVE-32966                             42
