User ID: 18118-03371

Trial                  Virus                             Units
---------------------------------------------------------------
001                  BTN-83953                            155
002                  PZV-75529                            126
003                  YLW-92835                             96
004                  BTG-65524                             88
005                  KDV-97563                             48
006                  EFG-46945                            166
007                  CDC-36833                            150
008                  CQS-93978                            132
009                  WQB-83823                             22
010                  HZF-45469                             84
011                  JVL-65247                             68
012                  AAV-93236                            103
013                  TXF-47848                             97
014                  VJN-37687                             99
015                  TNX-51117                             49
016                  DAU-26394                             72
017                  CQS-93978                            138
018                  TLT-23593                            127
019                  GBK-45859                             44
020                  KMP-52243                            170
021                  BCU-27839                            163
022                  URL-32968                            123
023                  TRM-27792                             77
024                  KDV-97563                             94
025                  PZV-75529                             85
026                  CPU-63784                             38
027                  HNB-76282                             27
028                  ZPF-96697                             58
029                  ZHA-83572                            190
030                  PZV-75529                            199
031                  KLA-57296                            198
032                  NXD-76943                             95
033                  NXD-76943                             51
034                  BCU-27839                             11
035                  TXF-47848                            182
036                  YLW-92835                            108
037                  XJQ-35789                            146
038                  JYL-79355                            122
039                  NXD-76943                              7
040                  NVE-67597                            157
041                  GMS-89977                             46
042                  JYL-79355                            187
043                  PNF-53949                             35
044                  YBD-67688                             30
045                  HNB-76282                            101
046                  NVE-67597                            169
047                  NWL-28282                             74
048                  YMA-56284                            158
049                  KWH-94256                            135
050                  WMD-65834                            152
051                  FYK-67999                            164
052                  YLW-92835                             83
053                  CQS-93978                             31
054                  HVE-32966                            186
055                  RLT-57887                            110
056                  FNL-93857                            180
057                  PWT-38779                             10
058                  QBD-79865                             25
059                  TXF-47848                             57
060                  YLW-92835                            177
061                  NXD-76943                             20
062                  BMN-57337                            128
063                  KQA-89952                             56
064                  ZHA-83572                             26
065                  CPU-63784                             64
066                  HKZ-33728                            133
067                  TLT-23593                            181
068                  XJQ-35789                            121
069                  DHY-22445                            115
070                  ZPF-96697                            118
071                  PQJ-67335                            184
072                  GZN-34688                            141
073                  ZKV-31415                             65
074                  BCU-27839                            165
075                  BCU-27839                              6
076                  BTN-83953                             87
077                  KLA-57296                             47
078                  FYK-67999                            142
079                  WQB-83823                            106
080                  DAU-26394                             32
081                  PZV-75529                              9
082                  TNX-51117                            136
083                  BTN-83953                            113
084                  VWM-74278                             43
085                  GMS-89977                            192
086                  TRM-27792                             61
087                  RLT-57887                            174
088                  BTG-65524                              3
089                  YXL-38878                            144
090                  PWT-38779                            173
091                  CDC-36833                            140
092                  CQS-93978                            194
093                  YMA-56284                             76
094                  TXF-47848                             81
095                  EFG-46945                              1
096                  HNB-76282                            117
097                  HNB-76282                             91
098                  JVL-65247                             63
099                  RGZ-73449                             52
100                  HCY-32686                             39
