User ID: 09312-94888

Trial                  Virus                             Units
---------------------------------------------------------------
001                  GMS-89977                             54
002                  ZXB-54692                            141
003                  DHY-22445                            127
004                  TNA-63396                            128
005                  CDC-36833                            189
006                  JPJ-26459                            154
007                  AAV-93236                              9
008                  DAU-26394                            159
009                  ZHA-83572                            196
010                  CPU-63784                             56
011                  QBZ-39849                              2
012                  LZL-53762                            143
013                  DHY-22445                             87
014                  CPU-63784                            110
015                  JVL-65247                             80
016                  NWL-28282                            106
017                  AJA-56777                            174
018                  QBZ-39849                            117
019                  BTG-65524                            119
020                  QBD-79865                             63
021                  VXR-68924                            200
022                  CCG-95482                             91
023                  ZXB-54692                             94
024                  WQB-83823                             74
025                  JYL-79355                             23
026                  ZXB-54692                            166
027                  GMS-89977                            199
028                  QBD-79865                            165
029                  GMS-89977                            100
030                  XBC-95594                            155
031                  YMA-56284                              1
032                  FTD-84699                             13
033                  GZN-34688                             18
034                  EFG-46945                            198
035                  ZXB-54692                            137
036                  ZXB-54692                            175
037                  NVE-67597                            158
038                  LZL-53762                             82
039                  LWR-78574                            179
040                  CDC-36833                             59
041                  DHY-22445                            102
042                  XRT-73276                            111
043                  NHP-43928                            172
044                  AJA-56777                             17
045                  WBB-69295                             57
046                  WBB-69295                             11
047                  XRT-73276                             34
048                  HVX-35287                             43
049                  JVL-65247                            109
050                  NMA-58554                            160
051                  TLT-23593                             75
052                  TXF-47848                            173
053                  DAU-26394                            122
054                  AAV-93236                            177
055                  ANR-65636                            197
056                  XRT-73276                            125
057                  XBC-95594                            138
058                  CQS-93978                             53
059                  TLT-23593                            107
060                  YMA-56284                            113
061                  PNF-53949                            157
062                  PZV-75529                             96
063                  ZXB-54692                            188
064                  EFG-46945                             47
065                  KQA-89952                              3
066                  GUJ-74444                             29
067                  TRM-27792                             84
068                  RLT-57887                            181
069                  YXL-38878                             78
070                  NMA-58554                             68
071                  XKG-42573                            112
072                  CCG-95482                            163
073                  RLT-57887                             40
074                  HZF-45469                            108
075                  GBK-45859                             49
076                  FTD-84699                            170
077                  JPJ-26459                             65
078                  WBB-69295                            116
079                  QBZ-39849                             55
080                  TNX-51117                            121
081                  RGZ-73449                            120
082                  SZA-87265                            132
083                  TRM-27792                             60
084                  YBD-67688                             66
085                  HVX-35287                             86
086                  JPJ-26459                             38
087                  BTG-65524                            130
088                  FNL-93857                            150
089                  TXF-47848                             76
090                  JYL-79355                             14
091                  NMA-58554                            156
092                  PQJ-67335                            186
093                  BMN-57337                             26
094                  ZKV-31415                             92
095                  LNC-68448                            131
096                  HVE-32966                            101
097                  LZL-53762                             97
098                  GUJ-74444                            123
099                  AJA-56777                             16
100                  RLT-57887                             31
