User ID: 52134-15115

Trial                  Virus                             Units
---------------------------------------------------------------
001                  WQB-83823                              9
002                  DHY-22445                            116
003                  ZXB-54692                             22
004                  XBC-95594                            140
005                  TNX-51117                             57
006                  HNB-76282                             18
007                  RLT-57887                             61
008                  PQJ-67335                             72
009                  DHY-22445                            183
010                  KLA-57296                             58
011                  CPU-63784                             30
012                  ZPF-96697                            199
013                  PZV-75529                            193
014                  KMP-52243                             13
015                  XBC-95594                            173
016                  XBC-95594                             21
017                  CCG-95482                             88
018                  RLT-57887                             89
019                  PWT-38779                             97
020                  WQM-46249                            191
021                  TQC-49936                            113
022                  TNA-63396                            105
023                  XJQ-35789                             59
024                  GBK-45859                            133
025                  BMN-57337                            132
026                  NHP-43928                            187
027                  YBD-67688                             64
028                  YMA-56284                             90
029                  YLW-92835                             43
030                  LWR-78574                             54
031                  BTG-65524                             62
032                  KDV-97563                             37
033                  JVL-65247                             66
034                  AJA-56777                            166
035                  TLT-23593                             51
036                  KLA-57296                             68
037                  LNC-68448                              1
038                  FYK-67999                             17
039                  BCU-27839                            155
040                  HNB-76282                             69
041                  ZHA-83572                             63
042                  NMA-58554                            148
043                  XBC-95594                             85
044                  FYK-67999                            110
045                  BMN-57337                             70
046                  URL-32968                             99
047                  NHP-43928                            157
048                  LNC-68448                            102
049                  FYK-67999                             27
050                  CDC-36833                            154
051                  NXD-76943                             41
052                  PNF-53949                              3
053                  TNX-51117                             98
054                  SZA-87265                             73
055                  YMA-56284                             35
056                  PWT-38779                             75
057                  RLT-57887                              4
058                  LNC-68448                             24
059                  KDV-97563                            161
060                  NHP-43928                             33
061                  KDV-97563                             49
062                  HNB-76282                            149
063                  URL-32968                            135
064                  VWM-74278                            115
065                  TNG-52497                            141
066                  BMN-57337                             83
067                  XRT-73276                             25
068                  ANR-65636                             74
069                  FTD-84699                             76
070                  EFG-46945                            186
071                  GZN-34688                            103
072                  PWT-38779                            123
073                  ZHA-83572                             84
074                  KDV-97563                             71
075                  PHE-99329                            197
076                  XBC-95594                            189
077                  VXR-68924                            143
078                  URL-32968                             95
079                  FTD-84699                            172
080                  TQC-49936                             60
081                  HCY-32686                             81
082                  RGZ-73449                             10
083                  GUJ-74444                            188
084                  GUJ-74444                             65
085                  BMN-57337                             50
086                  DHY-22445                            198
087                  XKG-42573                             94
088                  PNF-53949                              6
089                  TNG-52497                             28
090                  CQS-93978                            121
091                  HCY-32686                            152
092                  WQB-83823                             96
093                  LZL-53762                            122
094                  SPN-64546                            145
095                  LWR-78574                            200
096                  WQM-46249                            139
097                  SZA-87265                             11
098                  KDV-97563                             14
099                  GUJ-74444                             78
100                  GUJ-74444                            162
