User ID: 65101-47245

Trial                  Virus                             Units
---------------------------------------------------------------
001                  VXR-68924                             15
002                  BTG-65524                            149
003                  XJQ-35789                             37
004                  LNC-68448                            126
005                  LWR-78574                            188
006                  WQB-83823                            131
007                  TRM-27792                            116
008                  JPJ-26459                             75
009                  WQM-46249                             36
010                  HCY-32686                             96
011                  FYK-67999                              8
012                  NHP-43928                             38
013                  JVL-65247                              6
014                  XKG-42573                             71
015                  XBC-95594                             73
016                  ZKV-31415                            165
017                  JPJ-26459                             25
018                  NHP-43928                             46
019                  NVE-67597                            128
020                  JYL-79355                             30
021                  PWT-38779                            189
022                  EFG-46945                             76
023                  YXL-38878                              2
024                  FNL-93857                             45
025                  CCG-95482                             49
026                  PNF-53949                             32
027                  DHY-22445                             77
028                  NHP-43928                             17
029                  ZHA-83572                             16
030                  FYK-67999                             54
031                  ANR-65636                             82
032                  VWM-74278                             60
033                  SPN-64546                             23
034                  VJN-37687                             14
035                  YLW-92835                             11
036                  PHE-99329                            101
037                  KLA-57296                             84
038                  QBZ-39849                             88
039                  TNX-51117                             47
040                  SPN-64546                            123
041                  BCU-27839                             13
042                  NWL-28282                            195
043                  GUJ-74444                            102
044                  AAV-93236                             10
045                  TLT-23593                            154
046                  NXD-76943                            103
047                  YBD-67688                            172
048                  JYL-79355                             97
049                  HCY-32686                             93
050                  HCY-32686                             63
051                  PWT-38779                            140
052                  PWT-38779                            166
053                  BMN-57337                            151
054                  PWT-38779                            193
055                  EFG-46945                             43
056                  XJQ-35789                             44
057                  RLT-57887                            173
058                  TLT-23593                            179
059                  LNC-68448                            191
060                  HKZ-33728                              9
061                  TRM-27792                            145
062                  FYK-67999                            184
063                  CQS-93978                             58
064                  KWH-94256                              3
065                  XJQ-35789                             99
066                  XRT-73276                            119
067                  BTG-65524                             40
068                  NWL-28282                              1
069                  YMA-56284                            175
070                  VJN-37687                             39
071                  JVL-65247                            190
072                  FTD-84699                            138
073                  YXL-38878                             80
074                  JYL-79355                            115
075                  LWR-78574                             20
076                  WBB-69295                            107
077                  WQB-83823                             81
078                  GBK-45859                             64
079                  XJQ-35789                             69
080                  KLA-57296                            167
081                  BTN-83953                            125
082                  NVE-67597                            108
083                  VXR-68924                             29
084                  BCU-27839                             57
085                  EPX-87469                            105
086                  VJN-37687                            147
087                  NVE-67597                             89
088                  FYK-67999                            106
089                  BTG-65524                            157
090                  GZN-34688                             18
091                  NMA-58554                            196
092                  XBC-95594                             74
093                  CCG-95482                            148
094                  JVL-65247                            100
095                  KDV-97563                             61
096                  ZKV-31415                              4
097                  CDC-36833                            144
098                  JVL-65247                            134
099                  AJA-56777                            178
100                  KMP-52243                            129
