User ID: 30768-54860

Trial                  Virus                             Units
---------------------------------------------------------------
001                  LWR-78574                            103
002                  QBZ-39849                              1
003                  TLT-23593                            130
004                  AAV-93236                            122
005                  NVE-67597                             61
006                  CCG-95482                            156
007                  YXL-38878                             29
008                  JPJ-26459                            110
009                  TNA-63396                             89
010                  PQJ-67335                             11
011                  GZN-34688                              4
012                  HVE-32966                             52
013                  LNC-68448                            134
014                  HZF-45469                            197
015                  HKZ-33728                            192
016                  EPX-87469                            141
017                  RLT-57887                            169
018                  JYL-79355                            148
019                  SZA-87265                             18
020                  TLT-23593                             19
021                  VJN-37687                            162
022                  NWL-28282                            129
023                  TNX-51117                            101
024                  WMD-65834                             78
025                  PNF-53949                             43
026                  DAU-26394                             95
027                  WQB-83823                            120
028                  JPJ-26459                             69
029                  TNX-51117                             79
030                  DAU-26394                            189
031                  YMA-56284                             46
032                  PWT-38779                            115
033                  TNG-52497                             59
034                  SZA-87265                            200
035                  VXR-68924                            142
036                  FYK-67999                            161
037                  RGZ-73449                             17
038                  XKG-42573                            109
039                  QBZ-39849                             56
040                  PHE-99329                            194
041                  NVE-67597                            166
042                  BTN-83953                             23
043                  NWL-28282                            157
044                  CQS-93978                            152
045                  YBD-67688                             94
046                  FNR-28782                            119
047                  NMA-58554                             92
048                  NVE-67597                            111
049                  NHP-43928                            102
050                  CPU-63784                             71
051                  URL-32968                            198
052                  RGZ-73449                            100
053                  ANR-65636                            191
054                  NWL-28282                             86
055                  FTD-84699                             36
056                  FTD-84699                            138
057                  TXF-47848                            151
058                  YMA-56284                              6
059                  KDV-97563                             54
060                  GUJ-74444                            172
061                  CDC-36833                            155
062                  LWR-78574                             73
063                  HVX-35287                            149
064                  QBZ-39849                            195
065                  DHY-22445                            133
066                  TNA-63396                            170
067                  ZHA-83572                             67
068                  PZV-75529                             38
069                  YBD-67688                            173
070                  XKG-42573                            154
071                  DHY-22445                            140
072                  CCG-95482                             32
073                  URL-32968                            144
074                  XJQ-35789                            158
075                  SZA-87265                             30
076                  XBC-95594                            183
077                  HCY-32686                            167
078                  QBZ-39849                             33
079                  AAV-93236                             85
080                  AAV-93236                             28
081                  YBD-67688                            131
082                  BTN-83953                             37
083                  JYL-79355                            190
084                  LZL-53762                             99
085                  YMA-56284                             41
086                  BTG-65524                            171
087                  VWM-74278                             88
088                  VXR-68924                             96
089                  GUJ-74444                            176
090                  KMP-52243                            145
091                  BTG-65524                            163
092                  WQB-83823                             72
093                  EPX-87469                             22
094                  FNL-93857                            139
095                  KDV-97563                             14
096                  PZV-75529                            135
097                  VWM-74278                             58
098                  WQB-83823                             26
099                  YBD-67688                             77
100                  FNL-93857                             24
