User ID: 15821-95120

Trial                  Virus                             Units
---------------------------------------------------------------
001                  HVX-35287                            175
002                  NXD-76943                            193
003                  ZXB-54692                            117
004                  TRM-27792                            160
005                  XRT-73276                             92
006                  SZA-87265                            118
007                  QBD-79865                            192
008                  HVX-35287                             49
009                  JVL-65247                             40
010                  YBD-67688                             62
011                  URL-32968                            121
012                  TRM-27792                             46
013                  WQM-46249                            199
014                  YXL-38878                            158
015                  KMP-52243                             73
016                  DHY-22445                            189
017                  FTD-84699                            182
018                  LNC-68448                             26
019                  CPU-63784                             55
020                  URL-32968                            163
021                  YLW-92835                             25
022                  YLW-92835                            131
023                  HZF-45469                            143
024                  PNF-53949                            102
025                  ZPF-96697                            137
026                  AJA-56777                            176
027                  CDC-36833                            130
028                  CQS-93978                             82
029                  ZPF-96697                            120
030                  PQJ-67335                            153
031                  QBD-79865                             74
032                  XJQ-35789                            122
033                  PZV-75529                            157
034                  XRT-73276                            144
035                  WQM-46249                             30
036                  YXL-38878                             13
037                  KMP-52243                             12
038                  WBB-69295                            166
039                  SZA-87265                             60
040                  YLW-92835                            174
041                  HCY-32686                             86
042                  TRM-27792                            147
043                  URL-32968                             17
044                  FNR-28782                              3
045                  LNC-68448                             89
046                  CDC-36833                             65
047                  HKZ-33728                             81
048                  GMS-89977                            183
049                  URL-32968                            195
050                  HVE-32966                            101
051                  TNG-52497                             16
052                  NHP-43928                            178
053                  XJQ-35789                            108
054                  KDV-97563                             24
055                  TXF-47848                            168
056                  ZXB-54692                            151
057                  KDV-97563                            115
058                  WMD-65834                             44
059                  LNC-68448                            196
060                  QBD-79865                             76
061                  FNL-93857                            140
062                  FYK-67999                            172
063                  QBZ-39849                             93
064                  TQC-49936                            173
065                  JYL-79355                             31
066                  YXL-38878                             63
067                  NVE-67597                             27
068                  AAV-93236                            180
069                  PQJ-67335                            184
070                  CPU-63784                             50
071                  WBB-69295                            134
072                  FYK-67999                             67
073                  HCY-32686                            126
074                  RLT-57887                             39
075                  JYL-79355                            164
076                  JPJ-26459                            145
077                  HZF-45469                             35
078                  BMN-57337                             54
079                  VWM-74278                            142
080                  HCY-32686                             95
081                  CDC-36833                            170
082                  NHP-43928                            197
083                  ANR-65636                            146
084                  ZXB-54692                             29
085                  KDV-97563                             36
086                  SZA-87265                             15
087                  PWT-38779                            186
088                  HKZ-33728                            127
089                  SZA-87265                             58
090                  WQB-83823                             38
091                  LZL-53762                             64
092                  FYK-67999                            133
093                  NXD-76943                            177
094                  CCG-95482                            100
095                  LWR-78574                             34
096                  NXD-76943                             66
097                  YMA-56284                            125
098                  FTD-84699                             42
099                  ZXB-54692                             68
100                  HCY-32686                             56
