User ID: 13579-76672

Trial                  Virus                             Units
---------------------------------------------------------------
001                  KLA-57296                            158
002                  HZF-45469                            180
003                  CDC-36833                            184
004                  DHY-22445                            151
005                  RLT-57887                             99
006                  NMA-58554                             68
007                  PZV-75529                            179
008                  CPU-63784                            117
009                  FNL-93857                            149
010                  NXD-76943                             22
011                  BCU-27839                            164
012                  JVL-65247                            105
013                  NWL-28282                            190
014                  YXL-38878                             59
015                  PNF-53949                             36
016                  RLT-57887                            139
017                  HZF-45469                            107
018                  JPJ-26459                             25
019                  TNX-51117                              4
020                  ZPF-96697                             34
021                  VXR-68924                            131
022                  YBD-67688                            177
023                  XRT-73276                             63
024                  KLA-57296                            118
025                  LZL-53762                            199
026                  ZPF-96697                            123
027                  YMA-56284                            135
028                  PHE-99329                             94
029                  KMP-52243                            114
030                  BCU-27839                             24
031                  BTN-83953                             95
032                  CPU-63784                             32
033                  PWT-38779                             97
034                  VWM-74278                             56
035                  JVL-65247                             10
036                  KDV-97563                            146
037                  HVX-35287                             31
038                  VWM-74278                            116
039                  YXL-38878                             98
040                  NVE-67597                              7
041                  ZPF-96697                            159
042                  CCG-95482                             27
043                  CPU-63784                            174
044                  NWL-28282                             71
045                  VJN-37687                            121
046                  PNF-53949                             80
047                  EPX-87469                            155
048                  WBB-69295                            167
049                  KDV-97563                             28
050                  TNX-51117                            134
051                  LNC-68448                            186
052                  FTD-84699                            168
053                  GZN-34688                            115
054                  JVL-65247                            198
055                  SPN-64546                             89
056                  ZHA-83572                             30
057                  KQA-89952                             55
058                  AAV-93236                            119
059                  QBD-79865                             44
060                  YLW-92835                            175
061                  DHY-22445                             91
062                  HZF-45469                             20
063                  KMP-52243                            195
064                  VJN-37687                             37
065                  CQS-93978                             16
066                  DAU-26394                            120
067                  TNG-52497                             50
068                  CDC-36833                             58
069                  LZL-53762                            111
070                  HVE-32966                            112
071                  ZXB-54692                            156
072                  WBB-69295                             83
073                  YLW-92835                             60
074                  SPN-64546                             93
075                  ZPF-96697                             69
076                  ZPF-96697                             41
077                  EPX-87469                             33
078                  ZHA-83572                            162
079                  AJA-56777                            187
080                  RGZ-73449                             42
081                  PNF-53949                             65
082                  GBK-45859                            129
083                  TQC-49936                            150
084                  GMS-89977                             75
085                  ZHA-83572                             53
086                  HKZ-33728                            188
087                  KQA-89952                             11
088                  CQS-93978                              3
089                  PWT-38779                             90
090                  GBK-45859                             86
091                  HKZ-33728                            143
092                  FNL-93857                             79
093                  FNL-93857                             76
094                  JVL-65247                             14
095                  LWR-78574                             87
096                  WBB-69295                            192
097                  ZPF-96697                            104
098                  NXD-76943                             12
099                  GMS-89977                            183
100                  AJA-56777                             52
