User ID: 66537-00315

Trial                  Virus                             Units
---------------------------------------------------------------
001                  GUJ-74444                            148
002                  RLT-57887                             29
003                  TNA-63396                            197
004                  FTD-84699                            130
005                  FYK-67999                            126
006                  QBD-79865                             20
007                  KMP-52243                            113
008                  SPN-64546                            182
009                  LNC-68448                            123
010                  KDV-97563                             55
011                  SPN-64546                             33
012                  WBB-69295                            107
013                  JVL-65247                             51
014                  AAV-93236                            103
015                  FYK-67999                            115
016                  TLT-23593                             68
017                  URL-32968                             77
018                  KMP-52243                             86
019                  PNF-53949                             97
020                  VJN-37687                            174
021                  TLT-23593                             64
022                  ZXB-54692                             32
023                  SZA-87265                            116
024                  VXR-68924                             90
025                  LNC-68448                            127
026                  NMA-58554                             84
027                  JPJ-26459                             40
028                  RGZ-73449                             27
029                  GZN-34688                             71
030                  QBD-79865                            100
031                  NXD-76943                            165
032                  ZKV-31415                            191
033                  AJA-56777                            168
034                  ANR-65636                            120
035                  QBZ-39849                            190
036                  JYL-79355                            128
037                  CQS-93978                            181
038                  NXD-76943                            138
039                  GMS-89977                             56
040                  LZL-53762                            101
041                  DAU-26394                            184
042                  XJQ-35789                             59
043                  LWR-78574                            125
044                  KQA-89952                            172
045                  ZPF-96697                              9
046                  PQJ-67335                             99
047                  NVE-67597                            105
048                  ZPF-96697                            131
049                  HCY-32686                             25
050                  HNB-76282                             16
051                  PHE-99329                             91
052                  ZXB-54692                             43
053                  KMP-52243                             14
054                  BTN-83953                             19
055                  FNR-28782                             37
056                  TXF-47848                            161
057                  KLA-57296                            196
058                  PWT-38779                             30
059                  NVE-67597                            179
060                  WBB-69295                              5
061                  PQJ-67335                            151
062                  NHP-43928                            121
063                  QBD-79865                            164
064                  BTN-83953                            153
065                  LWR-78574                            162
066                  FNL-93857                             10
067                  FNL-93857                             80
068                  JVL-65247                            192
069                  VJN-37687                            163
070                  BTN-83953                             66
071                  LZL-53762                            154
072                  BTG-65524                            189
073                  NXD-76943                              7
074                  FNL-93857                             11
075                  JVL-65247                            117
076                  XKG-42573                             95
077                  CDC-36833                             53
078                  JYL-79355                             65
079                  FYK-67999                            198
080                  JPJ-26459                             22
081                  TRM-27792                             34
082                  WMD-65834                             83
083                  RLT-57887                              6
084                  NVE-67597                            102
085                  FNL-93857                            104
086                  XJQ-35789                            109
087                  FNL-93857                             92
088                  TNX-51117                            140
089                  NWL-28282                             46
090                  AAV-93236                            166
091                  PNF-53949                            137
092                  CPU-63784                             89
093                  WBB-69295                            180
094                  XJQ-35789                             50
095                  DHY-22445                             69
096                  NWL-28282                            185
097                  VWM-74278                              4
098                  WBB-69295                             85
099                  PZV-75529                             24
100                  FYK-67999                             48
