User ID: 23694-74441

Trial                  Virus                             Units
---------------------------------------------------------------
001                  ZPF-96697                             70
002                  BTN-83953                            180
003                  VXR-68924                            142
004                  PNF-53949                            176
005                  GZN-34688                            200
006                  TNG-52497                            122
007                  ZPF-96697                             35
008                  PZV-75529                             84
009                  RLT-57887                             78
010                  SZA-87265                             39
011                  DAU-26394                             94
012                  NMA-58554                              3
013                  KLA-57296                            154
014                  PZV-75529                             56
015                  CDC-36833                            197
016                  BMN-57337                             59
017                  XBC-95594                            113
018                  XKG-42573                            145
019                  GUJ-74444                            156
020                  HNB-76282                            138
021                  VJN-37687                             80
022                  NWL-28282                            179
023                  QBD-79865                            147
024                  QBZ-39849                            129
025                  LNC-68448                             97
026                  VJN-37687                             58
027                  GMS-89977                             98
028                  ZKV-31415                            137
029                  GUJ-74444                            128
030                  ZPF-96697                            148
031                  PQJ-67335                              8
032                  PNF-53949                            127
033                  RLT-57887                            198
034                  ANR-65636                             19
035                  HVE-32966                            131
036                  CCG-95482                            110
037                  NHP-43928                             92
038                  GUJ-74444                            133
039                  HVX-35287                             38
040                  LNC-68448                             99
041                  TLT-23593                              9
042                  NXD-76943                             63
043                  FNL-93857                             32
044                  ZHA-83572                            172
045                  SZA-87265                            146
046                  FNR-28782                             66
047                  WQM-46249                             40
048                  EPX-87469                             81
049                  ZPF-96697                            199
050                  HKZ-33728                             16
051                  TLT-23593                             37
052                  FTD-84699                            152
053                  GMS-89977                            117
054                  KMP-52243                            184
055                  GBK-45859                             33
056                  WBB-69295                            165
057                  FNR-28782                            190
058                  XJQ-35789                             79
059                  TLT-23593                             85
060                  XRT-73276                            167
061                  HVE-32966                             65
062                  BMN-57337                             76
063                  HCY-32686                            140
064                  RGZ-73449                            115
065                  BTN-83953                             87
066                  JYL-79355                             10
067                  TNA-63396                              6
068                  FNL-93857                             62
069                  EFG-46945                             95
070                  CQS-93978                             86
071                  XRT-73276                            196
072                  XRT-73276                            121
073                  KDV-97563                            185
074                  GMS-89977                             68
075                  JPJ-26459                            141
076                  FNL-93857                             89
077                  CCG-95482                             11
078                  CCG-95482                            174
079                  CPU-63784                             42
080                  ZXB-54692                             17
081                  VXR-68924                             22
082                  AAV-93236                             47
083                  XKG-42573                             46
084                  ZPF-96697                            151
085                  BTG-65524                             60
086                  SPN-64546                             13
087                  ZPF-96697                             54
088                  WMD-65834                             83
089                  XJQ-35789                            101
090                  HNB-76282                            103
091                  LZL-53762                            186
092                  GUJ-74444                            139
093                  PNF-53949                             26
094                  BCU-27839                             36
095                  TRM-27792                            144
096                  ANR-65636                             53
097                  GZN-34688                            143
098                  HVE-32966                            192
099                  YLW-92835                            108
100                  FNL-93857                             82
