User ID: 60571-51326

Trial                  Virus                             Units
---------------------------------------------------------------
001                  DAU-26394                            103
002                  QBZ-39849                            138
003                  TXF-47848                            135
004                  HZF-45469                            141
005                  RGZ-73449                            117
006                  PZV-75529                            182
007                  NXD-76943                            161
008                  JYL-79355                             40
009                  YLW-92835                              1
010                  JVL-65247                              3
011                  GZN-34688                            188
012                  TRM-27792                            154
013                  BTN-83953                            130
014                  AAV-93236                             64
015                  XBC-95594                            199
016                  HKZ-33728                            173
017                  TNG-52497                             93
018                  KDV-97563                             75
019                  SZA-87265                            164
020                  LWR-78574                            190
021                  FNR-28782                              6
022                  BMN-57337                              4
023                  YXL-38878                             20
024                  YBD-67688                             94
025                  YBD-67688                             28
026                  PQJ-67335                             88
027                  RGZ-73449                             17
028                  TQC-49936                            189
029                  ZXB-54692                             12
030                  HVE-32966                             15
031                  XJQ-35789                              5
032                  KDV-97563                             44
033                  NMA-58554                            192
034                  TQC-49936                            102
035                  GBK-45859                             89
036                  HCY-32686                             82
037                  HVX-35287                            186
038                  PZV-75529                            100
039                  TXF-47848                             27
040                  CCG-95482                            119
041                  CDC-36833                            145
042                  XBC-95594                            160
043                  XRT-73276                            114
044                  CPU-63784                             46
045                  LWR-78574                            146
046                  JVL-65247                             18
047                  XJQ-35789                            183
048                  NMA-58554                             71
049                  PWT-38779                             67
050                  VWM-74278                             51
051                  HCY-32686                             50
052                  YMA-56284                             45
053                  GZN-34688                            155
054                  DAU-26394                             39
055                  KLA-57296                            108
056                  FNL-93857                             79
057                  ZKV-31415                             55
058                  CDC-36833                            106
059                  PZV-75529                             24
060                  PWT-38779                             61
061                  BMN-57337                              2
062                  YBD-67688                             13
063                  WQM-46249                            140
064                  ZKV-31415                             74
065                  AAV-93236                            143
066                  TQC-49936                             47
067                  XJQ-35789                             49
068                  VJN-37687                              7
069                  RGZ-73449                            105
070                  YLW-92835                            133
071                  WBB-69295                            193
072                  NHP-43928                            127
073                  BTG-65524                             34
074                  WMD-65834                              8
075                  ZHA-83572                             59
076                  YBD-67688                             78
077                  SZA-87265                             72
078                  TNX-51117                            129
079                  QBZ-39849                            198
080                  NVE-67597                            171
081                  HNB-76282                            175
082                  KQA-89952                             56
083                  SPN-64546                             73
084                  PNF-53949                             41
085                  DHY-22445                            144
086                  WMD-65834                            110
087                  URL-32968                             38
088                  ZHA-83572                             68
089                  TRM-27792                             54
090                  BMN-57337                             95
091                  AJA-56777                            168
092                  TLT-23593                            167
093                  ZXB-54692                             26
094                  DHY-22445                             31
095                  ZXB-54692                            166
096                  EPX-87469                            101
097                  DHY-22445                             42
098                  NMA-58554                            120
099                  FTD-84699                             30
100                  HNB-76282                            158
