User ID: 69282-33425

Trial                  Virus                             Units
---------------------------------------------------------------
001                  GUJ-74444                             87
002                  FYK-67999                            142
003                  HKZ-33728                            184
004                  NWL-28282                            118
005                  TNX-51117                             53
006                  AJA-56777                            126
007                  XBC-95594                            100
008                  HCY-32686                             48
009                  NWL-28282                             20
010                  NXD-76943                            132
011                  XBC-95594                             64
012                  XJQ-35789                             23
013                  PNF-53949                            163
014                  BTG-65524                            110
015                  SPN-64546                             13
016                  WMD-65834                             52
017                  GMS-89977                             31
018                  HCY-32686                            152
019                  ZKV-31415                             91
020                  DAU-26394                             49
021                  JYL-79355                            194
022                  GMS-89977                             10
023                  VWM-74278                            107
024                  TXF-47848                             93
025                  HNB-76282                             59
026                  ZHA-83572                            148
027                  HVX-35287                            173
028                  EPX-87469                             80
029                  ZKV-31415                             25
030                  FNR-28782                            195
031                  JYL-79355                              9
032                  YLW-92835                             44
033                  XRT-73276                            125
034                  ZPF-96697                            164
035                  HCY-32686                            181
036                  CPU-63784                            160
037                  LNC-68448                            140
038                  BMN-57337                            191
039                  HKZ-33728                             35
040                  HZF-45469                            105
041                  BMN-57337                            106
042                  SPN-64546                            153
043                  KQA-89952                             70
044                  KMP-52243                             62
045                  VXR-68924                             99
046                  DAU-26394                            185
047                  WQB-83823                             96
048                  RLT-57887                             88
049                  WMD-65834                             18
050                  EFG-46945                            145
051                  GZN-34688                             45
052                  DAU-26394                            122
053                  URL-32968                            136
054                  CCG-95482                            131
055                  VXR-68924                             78
056                  JVL-65247                            147
057                  HVE-32966                             37
058                  FNR-28782                            139
059                  FNL-93857                             14
060                  GBK-45859                             61
061                  TQC-49936                            115
062                  GMS-89977                              7
063                  AAV-93236                             65
064                  RLT-57887                            189
065                  SZA-87265                            171
066                  CQS-93978                            102
067                  NVE-67597                            146
068                  ZKV-31415                             56
069                  URL-32968                              3
070                  KLA-57296                             60
071                  BMN-57337                             22
072                  HVX-35287                             51
073                  XJQ-35789                            161
074                  GMS-89977                            134
075                  YLW-92835                             79
076                  QBD-79865                            188
077                  AJA-56777                            116
078                  JVL-65247                             33
079                  FYK-67999                             26
080                  BTG-65524                            103
081                  QBZ-39849                            175
082                  TNX-51117                              2
083                  HVE-32966                             28
084                  NXD-76943                            174
085                  HVE-32966                            120
086                  NMA-58554                             30
087                  HKZ-33728                             27
088                  FNR-28782                            154
089                  VXR-68924                            196
090                  XKG-42573                            192
091                  NMA-58554                             84
092                  TLT-23593                             86
093                  YXL-38878                            158
094                  WQM-46249                            109
095                  ANR-65636                            170
096                  FNL-93857                             32
097                  EPX-87469                            150
098                  GZN-34688                            156
099                  VXR-68924                            159
100                  AJA-56777                              1
