User ID: 82124-28153

Trial                  Virus                             Units
---------------------------------------------------------------
001                  NHP-43928                             63
002                  GUJ-74444                             42
003                  CDC-36833                             95
004                  PQJ-67335                             56
005                  BTG-65524                            165
006                  QBZ-39849                            181
007                  TRM-27792                             53
008                  CCG-95482                            158
009                  EPX-87469                            105
010                  FNL-93857                            126
011                  LWR-78574                            128
012                  PHE-99329                            125
013                  PQJ-67335                             27
014                  KLA-57296                             69
015                  KLA-57296                            100
016                  PQJ-67335                            149
017                  CDC-36833                             33
018                  NWL-28282                              6
019                  ZHA-83572                             60
020                  ZKV-31415                            200
021                  GZN-34688                             29
022                  QBZ-39849                            153
023                  NWL-28282                            134
024                  SPN-64546                            169
025                  KMP-52243                            118
026                  TNA-63396                             67
027                  FNL-93857                            167
028                  NWL-28282                             31
029                  CQS-93978                            188
030                  TLT-23593                             91
031                  PZV-75529                            120
032                  DHY-22445                            110
033                  KQA-89952                             57
034                  TNG-52497                            138
035                  YLW-92835                             21
036                  PWT-38779                            141
037                  NHP-43928                             20
038                  TNX-51117                            180
039                  JVL-65247                            113
040                  YXL-38878                              3
041                  ZPF-96697                             96
042                  TQC-49936                             25
043                  KLA-57296                            129
044                  YMA-56284                            139
045                  JVL-65247                             74
046                  YBD-67688                            136
047                  VXR-68924                             41
048                  RLT-57887                            132
049                  BMN-57337                            121
050                  SZA-87265                             22
051                  TNA-63396                            147
052                  YXL-38878                            122
053                  FNR-28782                              1
054                  URL-32968                             26
055                  KWH-94256                             90
056                  RLT-57887                            144
057                  HVX-35287                             72
058                  HCY-32686                             50
059                  AAV-93236                            173
060                  TLT-23593                             55
061                  YMA-56284                             73
062                  SZA-87265                            190
063                  XBC-95594                             86
064                  WQB-83823                             81
065                  HVE-32966                             48
066                  TNG-52497                            145
067                  BTG-65524                            154
068                  GUJ-74444                            171
069                  PHE-99329                            142
070                  PQJ-67335                             49
071                  EFG-46945                             52
072                  BCU-27839                            189
073                  URL-32968                             61
074                  CPU-63784                              5
075                  RGZ-73449                             59
076                  CPU-63784                             44
077                  GMS-89977                             65
078                  XJQ-35789                             62
079                  PZV-75529                             89
080                  EFG-46945                            151
081                  FNR-28782                            119
082                  TXF-47848                             10
083                  TQC-49936                             18
084                  GMS-89977                            174
085                  XBC-95594                             58
086                  XJQ-35789                             92
087                  FTD-84699                            102
088                  TQC-49936                            162
089                  GBK-45859                            148
090                  HVX-35287                            135
091                  KQA-89952                            115
092                  HKZ-33728                             23
093                  DHY-22445                             13
094                  TNA-63396                            198
095                  AAV-93236                            109
096                  VWM-74278                            183
097                  KMP-52243                            156
098                  CQS-93978                             68
099                  NVE-67597                             39
100                  JVL-65247                            164
