User ID: 07922-19414

Trial                  Virus                             Units
---------------------------------------------------------------
001                  CDC-36833                            171
002                  TNG-52497                            148
003                  XRT-73276                            189
004                  TLT-23593                             96
005                  HNB-76282                              4
006                  CPU-63784                             77
007                  XKG-42573                             45
008                  JVL-65247                             56
009                  GUJ-74444                             33
010                  FNL-93857                              2
011                  VXR-68924                             86
012                  XRT-73276                            130
013                  KLA-57296                            145
014                  CQS-93978                            194
015                  EFG-46945                             39
016                  URL-32968                            183
017                  KLA-57296                             97
018                  TNX-51117                            113
019                  GZN-34688                            116
020                  WMD-65834                             52
021                  NHP-43928                            100
022                  FTD-84699                            158
023                  FNR-28782                              8
024                  WQM-46249                             34
025                  NWL-28282                             41
026                  XRT-73276                            105
027                  TNA-63396                             37
028                  TNG-52497                             64
029                  RGZ-73449                            187
030                  JPJ-26459                            108
031                  AAV-93236                            122
032                  TXF-47848                            193
033                  VXR-68924                             58
034                  ZHA-83572                             80
035                  VXR-68924                             23
036                  BTN-83953                            166
037                  XBC-95594                             79
038                  ZXB-54692                            129
039                  AAV-93236                             44
040                  PWT-38779                            109
041                  KDV-97563                            159
042                  KDV-97563                            106
043                  KDV-97563                            136
044                  XJQ-35789                            182
045                  DAU-26394                            168
046                  AJA-56777                             83
047                  YMA-56284                            121
048                  XBC-95594                            103
049                  GUJ-74444                             14
050                  CDC-36833                             16
051                  VJN-37687                            101
052                  HZF-45469                             67
053                  QBZ-39849                            160
054                  YLW-92835                            144
055                  CCG-95482                             26
056                  HCY-32686                             12
057                  TQC-49936                             36
058                  NWL-28282                            175
059                  LZL-53762                            124
060                  CPU-63784                            132
061                  RLT-57887                            111
062                  FYK-67999                             55
063                  QBZ-39849                            114
064                  ZHA-83572                            179
065                  CPU-63784                            134
066                  TNA-63396                             46
067                  LZL-53762                            185
068                  CDC-36833                            149
069                  CQS-93978                            142
070                  JYL-79355                            173
071                  VXR-68924                             82
072                  SZA-87265                              3
073                  HZF-45469                            152
074                  KLA-57296                            161
075                  VJN-37687                            154
076                  TLT-23593                             48
077                  XKG-42573                            117
078                  VJN-37687                             42
079                  RGZ-73449                            188
080                  ZPF-96697                             65
081                  LWR-78574                             47
082                  FYK-67999                            174
083                  CPU-63784                             60
084                  HVE-32966                             28
085                  DAU-26394                             95
086                  XBC-95594                             51
087                  YLW-92835                             20
088                  HNB-76282                            184
089                  EPX-87469                             15
090                  YXL-38878                            102
091                  JPJ-26459                            137
092                  FTD-84699                            170
093                  GZN-34688                            153
094                  KMP-52243                            186
095                  GZN-34688                             85
096                  CCG-95482                             87
097                  FNL-93857                             94
098                  QBZ-39849                            104
099                  NVE-67597                            172
100                  KQA-89952                            165
