User ID: 07922-19414

Trial                  Virus                             Units
---------------------------------------------------------------
001                  KLA-57296                             98
002                  HVX-35287                             82
003                  JPJ-26459                            197
004                  GBK-45859                             66
005                  LNC-68448                            147
006                  ANR-65636                              9
007                  KLA-57296                            184
008                  KWH-94256                            188
009                  HCY-32686                            107
010                  HNB-76282                             69
011                  FNR-28782                            174
012                  NXD-76943                             74
013                  TNG-52497                            181
014                  PZV-75529                             65
015                  GUJ-74444                             50
016                  YXL-38878                             22
017                  KWH-94256                            198
018                  JVL-65247                            183
019                  FYK-67999                            190
020                  XKG-42573                            148
021                  NXD-76943                            145
022                  HVE-32966                            135
023                  VXR-68924                            116
024                  TLT-23593                             75
025                  NHP-43928                            152
026                  LWR-78574                            162
027                  PNF-53949                            176
028                  CDC-36833                            159
029                  PZV-75529                             97
030                  KMP-52243                            130
031                  VWM-74278                             70
032                  JYL-79355                             73
033                  WBB-69295                            193
034                  WBB-69295                             47
035                  TNX-51117                             85
036                  YXL-38878                            150
037                  XRT-73276                             35
038                  JPJ-26459                            144
039                  CDC-36833                             71
040                  CCG-95482                             57
041                  DHY-22445                             33
042                  ZXB-54692                            109
043                  HKZ-33728                             10
044                  YBD-67688                            185
045                  TNX-51117                            171
046                  PWT-38779                            123
047                  TNA-63396                             16
048                  ZHA-83572                             21
049                  BTG-65524                             90
050                  HCY-32686                             44
051                  FYK-67999                             80
052                  LZL-53762                            154
053                  BMN-57337                            153
054                  ANR-65636                             92
055                  JPJ-26459                            117
056                  HNB-76282                             84
057                  QBZ-39849                             78
058                  FNR-28782                             83
059                  AJA-56777                             39
060                  AAV-93236                             56
061                  BTN-83953                             67
062                  TQC-49936                            141
063                  CDC-36833                            161
064                  WMD-65834                             17
065                  PWT-38779                            172
066                  FYK-67999                             72
067                  WMD-65834                             29
068                  PNF-53949                              8
069                  PWT-38779                             42
070                  LWR-78574                            103
071                  JVL-65247                              6
072                  URL-32968                             37
073                  FTD-84699                             13
074                  NXD-76943                             48
075                  NVE-67597                            196
076                  WQM-46249                             20
077                  ZPF-96697                             45
078                  WQB-83823                             79
079                  YBD-67688                             94
080                  WQM-46249                             36
081                  ZHA-83572                             81
082                  XBC-95594                             76
083                  PHE-99329                             62
084                  ZXB-54692                              5
085                  ZXB-54692                              3
086                  NVE-67597                            142
087                  TNX-51117                            101
088                  XBC-95594                            125
089                  XKG-42573                            143
090                  WQM-46249                             60
091                  PQJ-67335                             14
092                  WQM-46249                             41
093                  KLA-57296                            170
094                  AAV-93236                            173
095                  KLA-57296                            160
096                  NHP-43928                             88
097                  XJQ-35789                            134
098                  GBK-45859                             99
099                  TLT-23593                            128
100                  QBD-79865                            106
